Admin_name,Admin_id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
Trás-os-Montes,2,16.35568112,11.23423655,13.22903619,13.75251768,15.37329272,14.28680578,10.35579999,14.60589029,14.88987145,14.92891335,15.38153661,11.83788175,15.06046523,11.48531456,14.59737601,14.70933595,16.17356288,14.8620757,13.69671334,16.35621941,13.38143631,11.62097608,14.94798995,13.72185295,16.14766408,11.8977315,14.51434499,15.72990012,13.7997667,12.30343345,15.92699635
Algarve,7,7.12069316,5.097581002,4.387272078,3.885198501,5.440724919,4.223290045,4.655127074,5.197944041,4.203785132,7.44082744,5.81597471,4.36865264,5.392481388,4.175154446,6.359813434,4.972237792,5.930140152,5.300405311,4.910307672,6.210682635,4.680025167,5.161935851,5.550472994,6.674840264,6.821427365,4.209291201,5.792454335,6.113670221,4.725610467,4.334034183,6.015619166
Ribatejo e Oeste,5,8.256689459,6.817098533,5.654346893,5.296894472,6.952966615,5.734561805,4.93505718,7.15704182,6.148716996,8.3455202,7.255781854,5.208483688,7.086631885,4.716878539,8.054090151,6.275562976,7.7151188,7.181971975,5.33969335,7.638105616,6.307177782,6.003459352,7.328309439,7.489427,8.15983931,5.257947116,7.242047577,7.974197177,5.9163541,5.913619449,7.638824744
Alentejo,6,7.337868144,5.663412724,4.374429433,3.964351997,5.586288829,4.459952608,4.406119776,5.830831117,4.757493901,7.641027421,6.190403742,4.355368453,5.747438664,3.892029364,7.044735456,5.512510838,6.374962689,5.870042208,4.714974479,6.559492841,5.295244243,5.190153639,5.933886648,6.716537322,7.06649707,4.28815554,6.13621611,6.727947855,4.872640132,4.592375648,6.378733455
Beira Litoral,3,8.45242763,4.492570297,5.832485864,5.808843463,7.374829747,6.152026538,2.762003633,7.052404559,7.064954847,6.50099073,6.787587461,4.074373182,7.47924577,2.945958789,6.357052778,6.716863476,8.082588677,7.594515219,5.608498923,8.281042863,5.741935603,4.002080136,7.150160239,4.149874543,8.088703071,4.328638559,5.996719594,7.626454347,5.94016419,4.794799953,8.22773932
Beira Interior,4,13.0411928,9.678640345,9.949051972,9.768972658,11.58712979,10.49380348,8.254731061,11.53840646,11.37830431,11.94693275,11.86926976,9.219948456,11.52592622,7.780049019,11.86268011,11.70546147,12.66905272,11.81304098,10.13693074,12.7000968,10.47901345,9.102673557,11.47096955,10.02668323,12.72280338,9.083839475,11.0962839,12.49231256,10.3090159,10.20013222,12.67497638
Entre Douro e Minho,1,8.934847444,3.900224182,6.522882912,7.142199135,8.768738288,7.4522479,1.716478516,7.230385918,8.150921555,6.941209655,7.265225792,3.357555616,8.372607038,3.925055214,5.525017252,7.173877625,8.878362986,8.286718545,6.715642192,9.375382475,6.287344057,4.219862747,7.996362985,5.625555544,9.366837259,4.352672716,5.96240181,8.169394424,7.380316755,2.910044713,8.992275527
