id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,69000,81000,88000,88000,88000,87000,84000,83000,85000,83000,81000,73000,73000,74000,64000,64000,60000,67000,73000,66000,62000,60000,57000,54000,54000,52000,49000,45000,40000,37000,34000
2,99000,117000,127000,127000,122000,121000,117000,112000,113000,110000,115000,103000,85000,73000,66000,64000,62000,64000,63000,63000,62000,60000,58000,54000,52000,52000,51000,51000,50000,49000,47000
3,133000,135000,136000,136000,118000,105000,94000,1e+05,98000,92000,81000,88000,89000,77000,74000,70000,67000,74000,72000,70000,66000,67000,64000,60000,53000,52000,48000,45000,41000,36000,34000
4,170000,172000,173000,135000,137000,149000,145000,145000,138000,133000,138000,137000,134000,99000,82000,77000,72000,73000,79000,77000,70000,69000,68000,65000,66000,67000,68000,67000,67000,60000,58000
5,119000,116000,115000,93000,86000,79000,71000,71000,65000,60000,55000,52000,53000,52000,49000,48000,46000,47000,53000,54000,50000,52000,50000,51000,52000,51000,51000,51000,50000,50000,50000
6,165000,166000,167000,167000,170000,170000,164000,161000,156000,152000,157000,172000,152000,146000,117000,111000,102000,106000,101000,102000,101000,99000,101000,105000,108000,103000,103000,97000,95000,86000,87000
7,29000,29000,28000,28000,28000,28000,27000,26000,28000,26000,26000,29000,25000,22000,20000,20000,20000,22000,19000,19000,17000,15000,16000,15000,14000,13000,15000,14000,17000,16000,16000
