"id","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
0.5,0.164,0.183,0.183,0.169,0.184,0.185,0.199,0.193,0.188,0.193,0.179,0.178,0.175,0.174,0.172
