"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","8561","8600","8781"
1602,"1111602","Caminha","2154","1910","2077"
1603,"1111603","Melgaço","7493","6894","5097"
1604,"1111604","Monção","13563","14418","11421"
1605,"1111605","Paredes de Coura","4520","8005","6911"
1606,"1111606","Ponte da Barca","2248","1628","1333"
1607,"1111607","Ponte de Lima","3808","5999","7332"
1608,"1111608","Valença","6067","4950","3570"
1609,"1111609","Viana do Castelo","2675","2585","2854"
1610,"1111610","Vila Nova de Cerveira","1646","1947","1834"
301,"1120301","Amares","1086","990","1496"
302,"1120302","Barcelos","1207","1729","2516"
303,"1120303","Braga","640","1842","1909"
306,"1120306","Esposende","289","352","426"
310,"1120310","Terras de Bouro","3166","1389","560"
313,"1120313","Vila Verde","3480","4803","6202"
307,"1130307","Fafe","4590","4266","3531"
308,"1130308","Guimarães","1095","855","1048"
309,"1130309","Póvoa de Lanhoso","1707","1859","1793"
1314,"1131314","Santo Tirso","1677","1352","1725"
1318,"1131318","Trofa","0","426","439"
311,"1130311","Vieira do Minho","3438","3151","3460"
312,"1130312","Vila Nova de Famalicão","545","796","880"
314,"1130314","Vizela","0","138","91"
107,"1140107","Espinho","14","21","22"
1304,"1141304","Gondomar","4071","2963","1402"
1306,"1141306","Maia","460","460","593"
1308,"1141308","Matosinhos","457","382","393"
1312,"1141312","Porto","0","0","29"
1313,"1141313","Póvoa de Varzim","140","235","209"
1315,"1141315","Valongo","1073","641","496"
1316,"1141316","Vila do Conde","637","740","735"
1317,"1141317","Vila Nova de Gaia","2553","1685","904"
1301,"1151301","Amarante","3553","4421","3908"
1302,"1151302","Baião","5143","5409","5290"
304,"1150304","Cabeceiras de Basto","2586","5036","3790"
106,"1150106","Castelo de Paiva","2845","3092","3112"
305,"1150305","Celorico de Basto","1487","2127","2861"
1804,"1151804","Cinfães","6284","6211","7197"
1303,"1151303","Felgueiras","84","305","450"
1305,"1151305","Lousada","763","872","895"
1307,"1151307","Marco de Canaveses","5421","6972","4443"
1705,"1151705","Mondim de Basto","608","325","474"
1309,"1151309","Paços de Ferreira","1046","1677","1598"
1310,"1151310","Paredes","2749","2881","1876"
1311,"1151311","Penafiel","2395","2757","2107"
1813,"1151813","Resende","3082","2330","1853"
1709,"1151709","Ribeira de Pena","1044","940","779"
104,"1160104","Arouca","4564","3453","3234"
113,"1160113","Oliveira de Azeméis","909","754","597"
109,"1160109","Santa Maria da Feira","1899","1636","1356"
116,"1160116","São João da Madeira","0","0","0"
119,"1160119","Vale de Cambra","2162","1674","1259"
1701,"1171701","Alijó","1276","1921","1569"
1801,"1171801","Armamar","1031","417","519"
403,"1170403","Carrazeda de Ansiães","4469","5221","4270"
404,"1170404","Freixo de Espada à Cinta","6563","5619","5000"
1805,"1171805","Lamego","3181","3089","2290"
1704,"1171704","Mesão Frio","254","116","21"
1807,"1171807","Moimenta da Beira","3184","3755","2764"
1812,"1171812","Penedono","3637","3509","2634"
1708,"1171708","Peso da Régua","743","783","545"
1710,"1171710","Sabrosa","739","1352","880"
1711,"1171711","Santa Marta de Penaguião","232","745","453"
1815,"1171815","São João da Pesqueira","1925","3152","1985"
1818,"1171818","Sernancelhe","2314","2732","2785"
1819,"1171819","Tabuaço","1015","1134","1198"
1820,"1171820","Tarouca","1579","954","625"
409,"1170409","Torre de Moncorvo","14703","19472","12973"
410,"1170410","Vila Flor","6025","6708","5514"
914,"1170914","Vila Nova de Foz Côa","8212","8687","5342"
1714,"1171714","Vila Real","4036","5244","5801"
401,"1180401","Alfândega da Fé","7617","8716","7226"
1702,"1181702","Boticas","4631","4392","3331"
402,"1180402","Bragança","37252","43953","40775"
1703,"1181703","Chaves","16482","18281","19070"
405,"1180405","Macedo de Cavaleiros","20774","26036","21073"
406,"1180406","Miranda do Douro","20033","24604","19480"
407,"1180407","Mirandela","17324","25279","18452"
408,"1180408","Mogadouro","23941","26043","23918"
1706,"1181706","Montalegre","14201","12146","8562"
1707,"1181707","Murça","991","2183","1311"
1712,"1181712","Valpaços","14588","13306","12170"
1713,"1181713","Vila Pouca de Aguiar","4055","6677","6854"
411,"1180411","Vimioso","15797","15415","11197"
412,"1180412","Vinhais","26894","23878","19139"
101,"1610101","Águeda","5146","4188","2886"
102,"1610102","Albergaria-a-Velha","630","562","581"
103,"1610103","Anadia","1989","1862","1259"
105,"1610105","Aveiro","1092","908","718"
108,"1610108","Estarreja","807","787","687"
110,"1610110","Ílhavo","366","100","60"
111,"1610111","Mealhada","1451","790","506"
112,"1610112","Murtosa","110","172","203"
114,"1610114","Oliveira do Bairro","805","551","367"
115,"1610115","Ovar","115","223","218"
117,"1610117","Sever do Vouga","658","674","495"
118,"1610118","Vagos","279","194","442"
602,"1620602","Cantanhede","1219","1008","1038"
603,"1620603","Coimbra","3782","3119","2638"
604,"1620604","Condeixa-a-Nova","2222","2210","1960"
605,"1620605","Figueira da Foz","1149","1506","2153"
608,"1620608","Mira","27","108","42"
610,"1620610","Montemor-o-Velho","3958","3705","5356"
613,"1620613","Penacova","5693","4406","2755"
615,"1620615","Soure","5228","5044","3756"
1004,"1631004","Batalha","1509","1449","910"
1009,"1631009","Leiria","5233","7456","4760"
1010,"1631010","Marinha Grande","364","172","249"
1015,"1631015","Pombal","14212","12061","8199"
1016,"1631016","Porto de Mós","5082","5872","4074"
1002,"1641002","Alvaiázere","4904","4303","2455"
1003,"1641003","Ansião","8160","7618","5187"
601,"1640601","Arganil","4638","4084","2729"
1007,"1641007","Castanheira de Pêra","157","115","227"
1008,"1641008","Figueiró dos Vinhos","1669","1116","644"
606,"1640606","Góis","1682","679","189"
607,"1640607","Lousã","597","490","476"
609,"1640609","Miranda do Corvo","1578","1016","659"
611,"1640611","Oliveira do Hospital","11429","11903","8900"
612,"1640612","Pampilhosa da Serra","521","486","320"
1013,"1641013","Pedrógão Grande","1910","736","626"
614,"1640614","Penela","2389","2926","2479"
616,"1640616","Tábua","8230","6983","5505"
617,"1640617","Vila Nova de Poiares","391","244","201"
901,"1650901","Aguiar da Beira","4227","5779","4639"
1802,"1651802","Carregal do Sal","4103","3869","2785"
1803,"1651803","Castro Daire","5226","4937","4138"
1806,"1651806","Mangualde","12384","13258","8390"
1808,"1651808","Mortágua","6254","6526","4998"
1809,"1651809","Nelas","5228","5064","3739"
1810,"1651810","Oliveira de Frades","732","1002","1458"
1811,"1651811","Penalva do Castelo","5774","5246","2974"
1814,"1651814","Santa Comba Dão","4022","3667","2834"
1816,"1651816","São Pedro do Sul","4763","3796","4093"
1817,"1651817","Sátão","1296","3104","2259"
1821,"1651821","Tondela","10486","11523","9947"
1822,"1651822","Vila Nova de Paiva","2764","2500","1888"
1823,"1651823","Viseu","15289","15374","9574"
1824,"1651824","Vouzela","2011","2263","3241"
1413,"1661413","Mação","2549","1786","1324"
506,"1660506","Oleiros","650","503","347"
508,"1660508","Proença-a-Nova","1294","1370","2004"
509,"1660509","Sertã","3873","2762","2229"
510,"1660510","Vila de Rei","496","253","184"
905,"1670905","Fornos de Algodres","8667","8664","5337"
906,"1670906","Gouveia","11645","13433","10602"
912,"1670912","Seia","15844","17684","13131"
902,"1680902","Almeida","10445","16213","14354"
903,"1680903","Celorico da Beira","21985","25272","16668"
904,"1680904","Figueira de Castelo Rodrigo","21226","33124","21872"
907,"1680907","Guarda","15117","21268","16241"
908,"1680908","Manteigas","1070","1049","947"
909,"1680909","Mêda","7897","9282","6463"
910,"1680910","Pinhel","10329","12466","12006"
911,"1680911","Sabugal","12237","18760","12505"
913,"1680913","Trancoso","8409","14943","13241"
502,"1690502","Castelo Branco","71749","80447","59792"
505,"1690505","Idanha-a-Nova","65969","87954","70108"
507,"1690507","Penamacor","10341","14376","10950"
511,"1690511","Vila Velha de Ródão","7824","7775","9362"
501,"16A0501","Belmonte","7919","10464","9211"
503,"16A0503","Covilhã","12429","15475","11150"
504,"16A0504","Fundão","36399","38463","39172"
1001,"16B1001","Alcobaça","7210","10720","6063"
1101,"16B1101","Alenquer","11288","6945","3193"
1102,"16B1102","Arruda dos Vinhos","4837","3403","1631"
1005,"16B1005","Bombarral","1013","732","491"
1104,"16B1104","Cadaval","1896","1581","1221"
1006,"16B1006","Caldas da Rainha","2799","2868","2889"
1108,"16B1108","Lourinhã","5468","2936","3229"
1011,"16B1011","Nazaré","773","300","782"
1012,"16B1012","Óbidos","1648","1374","776"
1014,"16B1014","Peniche","1900","2031","1947"
1112,"16B1112","Sobral de Monte Agraço","6289","5190","2275"
1113,"16B1113","Torres Vedras","16251","11573","7767"
1401,"16C1401","Abrantes","24382","16869","11271"
1402,"16C1402","Alcanena","2852","3744","2859"
1408,"16C1408","Constância","1418","1717","113"
1410,"16C1410","Entroncamento","244","182","508"
1411,"16C1411","Ferreira do Zêzere","3924","3159","2211"
1421,"16C1421","Ourém","13044","8250","4782"
1417,"16C1417","Sardoal","2355","624","717"
1418,"16C1418","Tomar","13807","8795","5486"
