"id","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1,1802,1430,1928,2381,3464,3516,3058,2677,1661,1758,2021,1013,2357,1380,980,4091,3253,3408,3670,3060,3112,1424,1683,1024,1110,1200,1082,435,2620,668,3123
2,2420,1667,3210,3767,4507,3985,2316,1729,1337,1744,1396,596,1840,1283,1306,2392,1680,1467,1659,1573,1068,1060,1298,986,1096,1109,1183,1311,2627,1278,2795
3,733,688,929,1143,1143,1143,3000,3750,3571,3714,3571,1143,4500,2604,463,463,324,1061,1171,1208,869,1282,1221,823,937,743,706,573,671,507,607
4,2978,1419,4735,4679,5246,5077,4496,4062,3292,3555,3438,801,4380,1544,3644,4485,3179,4084,4133,3940,1867,3070,3098,2752,4172,2705,2694,2793,3105,1285,3442
5,1640,1616,2076,2566,2268,2977,3000,2935,3075,2151,2500,1722,1898,1565,1311,1710,1406,1470,1333,1375,1156,1141,3371,3114,2996,2850,1656,1656,1848,370,3697
6,889,725,1111,1500,1733,1333,1769,1692,1667,1667,1667,962,2390,1556,2146,1927,1073,2838,2568,1900,1433,570,1800,1260,1600,1600,1500,1078,4000,2000,3739
7,714,714,833,1000,1000,1125,2000,2000,1667,1667,1667,0,1667,667,1667,167,1667,2000,2000,2110,1651,1690,1930,1929,1738,1563,1721,1513,1520,1520,1520
