"id","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1,228288,223018,222467,212478,207208,201938,206876,191398,189320,180858,186069,170318,146504,159778,154508,149238,143967,138697,118667,128157,115633,117617,93615,107077,101807,96537,106476,85997,80727,90938,70187
2,126513,123405,98504,117190,114082,110974,115563,104758,113943,98542,112582,92327,91971,86111,83003,79895,76787,73679,67215,67464,53153,61248,46068,55032,51924,48816,46675,42601,39493,43953,33277
3,148839,145293,141876,138203,134657,131112,137292,124021,121984,116930,108008,109839,103339,102749,99203,95658,92112,88567,82996,81476,76595,74385,60333,67294,63749,60204,57133,53113,49567,56385,42477
4,113700,111078,111209,105835,103213,100591,95693,95348,84986,90104,88021,84861,91591,79617,76995,74374,71752,69130,69918,63886,61928,58643,48945,53399,50778,48156,38008,42912,40290,45571,35047
5,155017,153342,142735,149993,148318,146643,143313,143293,145815,139944,146604,136594,152633,133245,131570,129895,128220,126545,109076,123196,116336,119846,111098,116497,114822,113147,111985,109797,108122,114330,104773
6,92388,95210,109255,100855,103677,106499,93551,112143,99870,117788,115652,123432,161992,129076,131898,134721,137543,140365,140376,146009,136856,151654,153137,157298,160120,162942,169573,168587,171409,175410,177053
7,38817,37986,33755,36325,35494,34664,34340,33003,33809,31342,34419,29680,29648,28019,27189,26358,25527,24697,24962,23036,19663,21375,16066,19713,18883,18052,17269,16391,15560,17158,13899
