id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,146000,130000,130000,130000,130000,127000,127000,127000,131000,128000,128000,121000,115000,106000,1e+05,101000,97000,101000,90000,86000,87000,86000,79000,76000,75000,74000,74000,76000,81000,80000,80000
2,27000,22000,22000,20000,15000,15000,19000,20000,20000,18000,20000,20000,18000,16000,12000,13000,12000,12000,11000,10000,10000,10000,9000,8000,8000,7000,6000,6000,6000,5000,5000
3,87000,83000,78000,67000,71000,68000,71000,70000,70000,68000,67000,68000,59000,57000,49000,42000,40000,40000,39000,37000,35000,33000,31000,28000,27000,24000,23000,23000,23000,22000,21000
4,24000,26000,25000,20000,19000,28000,32000,27000,25000,25000,20000,19000,15000,13000,12000,11000,10000,10000,9000,8000,7000,7000,6000,5000,5000,5000,4000,4000,4000,4000,4000
5,41000,35000,40000,37000,38000,34000,31000,31000,30000,30000,29000,27000,29000,26000,22000,21000,21000,23000,21000,20000,19000,19000,19000,19000,18000,18000,17000,17000,19000,19000,19000
6,21000,23000,21000,21000,20000,25000,21000,20000,21000,20000,22000,22000,21000,18000,16000,14000,14000,15000,18000,16000,17000,18000,18000,17000,17000,17000,17000,18000,19000,19000,19000
7,3000,4000,3000,4000,4000,3000,2000,1000,2000,2000,2000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
