id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,38000,64000,46000,55000,51000,54000,48000,40000,43000,40000,39000,37000,31000,28000,27000,30000,30000,28000,19000,18000,18000,17000,17000,18000,18000,17000,16000,17000,19000,17000,16000
2,3000,5000,3000,4000,4000,4000,3000,5000,3000,3000,3000,3000,2000,2000,2000,1000,2000,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,3000,2000,1000
3,35000,34000,36000,32000,35000,29000,28000,26000,24000,22000,25000,26000,18000,11000,9000,10000,9000,8000,7000,8000,7000,7000,7000,7000,7000,8000,7000,8000,8000,8000,7000
4,6000,5000,6000,5000,5000,5000,4000,6000,6000,5000,5000,5000,4000,3000,4000,3000,4000,3000,3000,3000,3000,3000,4000,5000,4000,5000,5000,7000,7000,6000,7000
5,34000,29000,33000,36000,31000,19000,21000,20000,19000,18000,18000,19000,22000,12000,10000,12000,14000,11000,10000,11000,12000,10000,10000,15000,18000,18000,18000,21000,24000,27000,30000
6,26000,26000,29000,30000,32000,33000,34000,34000,33000,31000,31000,39000,46000,48000,53000,56000,57000,58000,62000,61000,66000,59000,51000,55000,60000,61000,63000,78000,84000,82000,83000
7,4000,3000,3000,3000,3000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0,0,1000,0,1000,0,0,0,0,1000,1000,1000
