id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,42000,42000,47000,47000,42000,42000,43000,41000,51000,57000,53000,53000,47000,50000,46000,44000,42000,36000,37000,36000,34000,34000,35000,34000,34000,33000,33000,32000,32000,32000,32000
2,29000,32000,31000,30000,27000,21000,24000,23000,22000,22000,25000,27000,26000,25000,26000,24000,23000,23000,24000,23000,23000,24000,24000,24000,23000,23000,24000,24000,25000,25000,24000
3,29000,22000,30000,29000,18000,17000,17000,18000,20000,21000,19000,16000,13000,15000,15000,14000,13000,11000,10000,9000,8000,8000,9000,9000,9000,8000,8000,8000,8000,9000,9000
4,9000,9000,8000,3000,8000,7000,7000,8000,8000,8000,11000,11000,9000,12000,14000,15000,16000,18000,20000,20000,22000,24000,25000,26000,26000,29000,30000,33000,35000,36000,38000
5,19000,17000,18000,20000,21000,21000,24000,29000,30000,31000,26000,27000,20000,18000,20000,22000,24000,27000,31000,31000,32000,32000,32000,33000,33000,31000,30000,31000,32000,33000,34000
6,78000,86000,1e+05,1e+05,1e+05,106000,122000,130000,142000,163000,175000,186000,204000,209000,222000,231000,244000,259000,269000,279000,290000,287000,281000,283000,283000,284000,288000,3e+05,308000,313000,316000
7,5000,5000,5000,5000,5000,4000,4000,5000,4000,4000,3000,3000,4000,4000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4000,4000,4000,4000,4000,4000,4000,4000
