"id","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1,43,46,47,48,49,50,45,42,42,43,43,42,66,66,66,66,66,65,65,60,60,60,73,73,73,79,118,119,119,120,120
2,128,137,138,141,143,148,128,129,130,130,137,137,138,120,119,118,118,120,122,124,116,116,116,116,116,123,139,141,141,141,129
3,43,46,46,47,48,50,48,38,38,38,38,38,38,38,38,38,37,36,38,38,38,38,38,40,40,49,49,49,49,49,48
4,66,71,72,73,74,77,59,74,94,94,94,50,96,97,97,97,97,97,98,100,110,115,120,120,115,131,131,131,114,113,104
5,1596,1711,1724,1756,1788,1852,1790,1415,1316,1293,1258,1379,1031,1021,989,956,924,892,859,827,795,762,730,730,730,774,761,761,763,763,756
6,370,396,399,407,414,429,371,371,442,430,421,417,384,450,523,533,461,445,425,395,385,370,360,360,360,360,350,356,459,465,0
7,254,273,274,278,284,294,259,250,250,258,270,271,120,120,114,110,106,102,97,92,87,83,79,79,79,79,84,92,98,102,107
