"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"367","387","401","422","418","410","394","397","408","401","392","390","241","208","174","141","107","102","97","92","87","83","78","78","78","78","80","78","78","76","76"
2,"818","833","863","949","975","930","850","603","608","541","540","541","587","558","528","499","469","440","411","381","352","322","293","293","293","294","397","398","401","401","374"
3,"446","468","485","492","520","518","450","400","400","400","400","398","305","295","275","260","240","220","200","190","180","160","155","155","155","163","163","163","163","163","162"
4,"3034","3284","3400","3445","3395","3267","3139","2858","2577","2341","2104","1802","1501","1501","1552","1552","1552","1552","1550","1481","1465","1468","1470","1470","1470","1532","1632","1630","1720","1796","1823"
5,"7356","8095","8380","8140","8085","7773","7460","6972","6483","5387","4291","3891","3492","3307","3062","2817","2571","2326","2081","1836","1590","1345","1100","1100","1100","1100","677","677","677","677","645"
6,"1864","1997","2067","2075","2115","2110","2000","1609","1541","1342","1192","1076","561","647","636","610","579","544","531","517","447","417","383","443","443","443","523","477","518","559","611"
7,"1109","1180","1223","1260","1252","1247","1228","1173","1181","1062","873","735","529","538","551","457","364","331","298","271","245","206","166","166","166","167","171","181","187","194","204"
