"","order_lc","fom_2","fom_4","fom_8","iter"
"1","222,231,512,241,242,321,1,3,211,221,243,212,223,2,244",0.140989260455776,0.26894677236693,0.51709500656016,1
"2","512,242,211,231,2,241,243,212,1,3,223,321,222,221,244",0.0807797583283263,0.195479452054795,0.512346169114729,2
"3","223,241,211,242,321,222,2,231,212,3,1,512,243,244,221",0.0967433163412952,0.228270098762122,0.539048077694838,3
"4","231,2,211,221,321,1,243,241,222,512,212,3,242,223,244",0.101613193943764,0.240935510655963,0.465334026900497,4
"5","212,243,2,231,223,321,512,244,222,3,221,242,241,1,211",0.10017144256674,0.19984994841977,0.426939084373818,5
"6","1,223,211,241,212,231,222,244,221,2,242,243,321,3,512",0.118184302828771,0.279410289840537,0.570726513227947,6
"7","3,244,1,231,512,223,241,211,212,242,221,243,321,222,2",0.142804081365116,0.2732693095444,0.49703241515751,7
"8","321,231,243,211,242,212,222,241,3,2,512,221,244,1,223",0.0968973104036639,0.196271361988607,0.489850935616872,8
"9","2,1,244,221,3,243,211,242,223,222,231,212,241,321,512",0.107505299715845,0.271074853298984,0.558302201732772,9
"10","222,241,244,242,512,3,321,221,1,231,243,212,211,2,223",0.1373843832681,0.265221318879855,0.530271893771735,10
"11","231,241,1,221,244,321,212,242,243,512,2,3,222,223,211",0.136562724717265,0.260861775508377,0.472386296515062,11
"12","223,221,512,2,243,241,231,3,1,244,321,211,222,242,212",0.0966830046734302,0.247970838396112,0.572922719349216,12
"13","3,244,211,241,212,223,231,2,222,512,221,243,242,321,1",0.101100830688188,0.231885432473444,0.520106589147287,13
"14","212,3,512,223,241,321,244,222,2,211,242,243,1,231,221",0.0917519972994265,0.219379035320927,0.556465342521281,14
"15","321,222,241,242,231,512,1,223,3,243,211,244,221,212,2",0.138114209827358,0.256513116379699,0.57552491382012,15
"16","2,242,321,241,244,211,223,231,222,3,221,1,243,512,212",0.104317781388006,0.270373683164381,0.558539830367537,16
"17","231,223,2,212,244,242,241,222,243,512,211,3,321,1,221",0.0891425740790776,0.218209538329602,0.499839073060831,17
"18","321,231,243,512,244,212,2,3,241,211,1,222,223,242,221",0.0982385730211817,0.211493728620296,0.481276330160711,18
"19","321,221,222,211,512,231,212,3,1,244,2,243,242,241,223",0.115671975662133,0.271634839310667,0.554928457869633,19
"20","512,244,242,231,212,1,221,222,321,223,243,2,3,241,211",0.139054360011431,0.26624796464294,0.51213020001521,20
