"x","y","Station_ID","Avg_NO3","X500m.Aspect_fine.tif","X500m.Elevation.tif","X500m.GDP_PT_2010.tif","X500m.PopDensity.tif","X500m.Slope_fine.tif","X500m.SOC_PT.tif","X500m.soil_pH_fine.tif","X500m.SoilTexture_fine.tif","X500m.MaxTemp_WarmMonth.tif","X500m.Mean_diurnal_range.tif","X500m.MinTemp_ColdMonth.tif","X500m.Precipitation_ColdQuarter.tif","X500m.Precipitation_DryMonth.tif","X500m.Precipitation_DryQuarter.tif","X500m.Precipitation_sum.tif","X500m.Precipitation_WarmQuarter.tif","X500m.Precipitation_WetMonth.tif","X500m.Precipitation_WetQuarter.tif","X500m.Srad_avg.tif","X500m.Tavg_avg.tif","X500m.Tmax_avg.tif","X500m.Tmin_avg.tif","Distance_dams","Distance_ocean","Distance_rivers","Distance_urban","MRB_roads","Agri_Natural.tif","Agriculture_naturalVeg.tif","AgroForestry.tif","Annuals_permanents.tif","CLC_PT2006.tif","Complex_patterns.tif","crop_ssnb.tif","et0.tif","forest.tif","FRAC_leaching.tif","FRAC_runoff.tif","Fruit_trees.tif","grass_ssnb.tif","heterogeneous.tif","Natural_grasslands.tif","Non_irrigated.tif","Olive_groves.tif","Pastures.tif","Permanently_irrigated.tif","prec.tif","Rice.tif","Total_leaching_X2006.tif","urban.tif","Vineyards.tif","Water_bodies.tif","wetlands.tif","Actual_permeability.tif","Bulk_density_30cm.tif","DepthImpermeable.tif","Different_aquifer_systs.tif","Dist_to_rivers.tif","DomParentMaterial1.tif","DomParentMaterial2.tif","DomParentMaterial3.tif","DomTexture.tif","Field_capacity_30cm.tif","FieldCapacity.tif","FRAC_clay_30cm.tif","FRAC_sand_30cm.tif","GW_bodies.tif","HydroGeo.tif","HydroGeo_ParMaterial.tif","ks_fao_octop.tif","porosity.tif","Potential_permeability.tif","rast_recharge_gw.tif","Runoff_flow_direction.tif","SecParentMaterial.tif","Slope.tif","SubBS.tif","SubCEC.tif","SubMineralogy.tif","subsurface_DomTexture.tif","surface_DomTexture.tif","ths_fao_octop.tif","TopBS.tif","TopCEC.tif","TopMineralogy.tif","TopOC.tif","water_table.tif","MRB_agri_animal_prod_.tif","MRB_agri_chemical.tif","MRB_agri_processing.tif","MRB_feed_prod.tif","MRB_other_industry.tif","MRB_pig_production.tif","MRB_poultry_production.tif","MRB_slaughters.tif","MRB_wwtp.tif","geometry"
188589,546548,"17/N1",21.6,3.50289916992188,526.080078125,781,0.00305645656771958,6.85257863998413,4.96000051498413,60,3,23.2585773468018,9.15165042877197,0.739051103591919,572.193908691406,25.8535575866699,124.70711517334,1488.13232421875,138.707122802734,206,572.730834960938,14080.1240234375,12.4765701293945,17.0495853424072,7.90212106704712,0.400000005960464,51414.21484375,0.400000005960464,5535.99609375,0.400000005960464,0,0,0,0,324,0,0,1004.63439941406,1,0,0,0,0,0,0,0,0,0,0,1287.509765625,0,0,0,0,0,0,2.00000238418579,158.905166625977,1,2,1414.21362304688,3,31,311,2,15,0.361806511878967,21.1355953216553,56.3210105895996,5,5,5,0.762117147445679,0.00999999977648258,3,1,3.09426522254944,4,6.53318691253662,2,2,2,1,2,0.443680316209793,2,1,2,3,28.1552467346191,0,0,0,0,0,0,0,0,0,c(2815885.22254773, 2270655.03182558)
178843,564242,"3/N1",5,3.69184446334839,42.0000076293945,243,0.646337926387787,4.01261854171753,6.59999942779541,53.3600006103516,3,24.8689498901367,10.0073280334473,2.90052819252014,517.9326171875,25.3157863616943,120.315788269043,1365.08068847656,138.311614990234,202.319961547852,533.622131347656,13907.7177734375,14.5905904769897,19.5870265960693,9.58308219909668,0.100000001490116,35470.5625,1,2914.40161132812,0.400000005960464,0,0,0,1,241,0,0,994.593444824219,0,0,0,0,0,0,0,0,0,0,0,1364.81762695312,0,0,1,0,0,0,4.00000095367432,144.897888183594,1,2,0,3,31,311,2,16.2915325164795,0.361806511878967,21.7299289703369,52.7197723388672,1,5,5,1.70312333106995,0.00999999977648258,3.99999976158142,7,74.305778503418,4,4.72317314147949,2,2,2,1,2,0.461813151836395,2,1,2,3,24.3458156585693,0,0,0,0,0,0,0,0,0,c(2810346.91020569, 2290254.25194099)
169257,564720,"3/N2",5,3.84386920928955,49.9200057983398,340,0.328373908996582,2.70870661735535,4.88000106811523,60.879997253418,3,24.6000003814697,9.83575344085693,3.12905073165894,572.29052734375,29,126.418983459473,1474.67260742188,150,215,578.29052734375,13935.89453125,14.4689521789551,19.3800144195557,9.54395294189453,0.100000001490116,29242.640625,1,1500.08093261719,0.656000018119812,0,0,0,1,221,0,0,1001.48577880859,0,0,0,0,0,0,0,0,0,0,0,1391.15954589844,0,0,1,0,0,0,4.00000047683716,146.340286254883,1,2,0,3,31,310.981964111328,2,20.0601444244385,0.361806511878967,26.9234981536865,35.8135261535645,1,5,5,1.70137536525726,0.19935505092144,4.00000047683716,7,9.3514518737793,4,3.18944191932678,2,2,2,1.0180516242981,2,0.461598843336105,2,1,2,3,13.155330657959,0,0,0,0,0,0,0,0,0,c(2801151.22769003, 2293024.27063218)
167211,528865,"41/N1",5,3.50475740432739,207.680038452148,156,0.619498729705811,6.55728435516357,6.71999979019165,57.5999984741211,2.1404767036438,23.7234420776367,9.2252082824707,2.7234411239624,609.359252929688,26,119.727073669434,1520.47351074219,142.082244873047,226.304336547852,611.558532714844,14248.732421875,13.7919921875,18.4132213592529,9.18074607849121,0.100000001490116,25500,0.200000002980232,6450.203125,0.200000002980232,0,0,0,0,313,0,0,1021.84753417969,1,0,0,0,0,0,0,0,0,0,0,1276.63098144531,0,0,0,0,0,0,2,129.207565307617,1,2,0,3.44015049934387,35.8416557312012,358.976409912109,2,19.5150890350342,0.361806511878967,26.4398632049561,38.8204460144043,5,5,5,1.19371318817139,0.00999999977648258,1.99999976158142,1,49.4515113830566,2.23939800262451,6.2410888671875,2,2,2,1.44015049934387,2,0.453334093093872,2,1,2,3,44.8571853637695,0,0,0,0,0,0,0,0,0,c(2791223.12346574, 2258539.33889478)
175569,485329,"98/N1",5,3.51182270050049,436.199859619141,491,0.156732559204102,4.42947816848755,8.07999992370605,53.5600051879883,3,24.3999996185303,9.51666641235352,2.40000009536743,582,21,106,1406,114,204,582,14657.4169921875,13.625,18.375,8.85833358764648,0.100000001490116,26500,0.520000040531158,1707.21423339844,0.600000023841858,0,0,0,0,324,0,0,1130.99426269531,1,0,0,0,0,0,0,0,0,0,0,1190.32336425781,0,0,0,0,0,0,3.00000023841858,127.696762084961,1,2,0,3,31,311,2,15.312427520752,0.361806511878967,17.4682102203369,54.0671272277832,53,5,5,0.987314224243164,0.00999999977648258,3.00000023841858,7.5,62.4979858398438,4,4.69496536254883,2,2,2,1,2,0.441591769456863,2,1,2,3,39.5490684509277,0,0,0,0,2500,0,0,0,2500.6806640625,c(2789736.17689499, 2214067.67561228)
143974,521955,"40/N2",8.2,4.33436632156372,14.5200281143188,1411,4.14392995834351,1.85881018638611,5.24000120162964,60.6400032043457,3,23.1632270812988,7.8357515335083,5.99229431152344,593.680603027344,27,113.769264221191,1464.74243164062,147.714126586914,223.983306884766,606.450012207031,14469.8603515625,14.3911848068237,18.297155380249,10.4726123809814,0.100000001490116,1914.21362304688,0.400000005960464,707.160278320312,1,0,0,0,0,212,0,-27,996.346252441406,0,0.25,0.00600000005215406,0,0,0,0,0,0,0,1,1290.65905761719,0,0,0,0,0,0,4.99999809265137,133.116714477539,1,2,0,5,51,510,1,17.1775074005127,0.198859110474586,23.6752948760986,48.7078056335449,5,6,3,1.78587532043457,0.0803866535425186,4.99999666213989,0.997018337249756,8.45698547363281,5,2.61939358711243,2,2,2,1,1,0.41181755065918,2,2,2,4,11.3505706787109,0,0,0,0,5000,0,0,0,0,c(2767144.82196749, 2257386.98982003)
139382,528630,"40/N1",5,4.87648773193359,3.00001335144043,1715,3.46724343299866,1.07292902469635,5.07999992370605,64.1600036621094,3,22.7000007629395,7.16160488128662,6.54509210586548,581.1962890625,28,115.774536132812,1447.92053222656,149.774536132812,218.549072265625,594.647216796875,14386.21875,14.5200510025024,18.104455947876,10.9484348297119,0.100000001490116,1000,0.400000005960464,500.048706054688,1,0,0,0,0,243,0,-27,1009.21264648438,0,0.25,0,0,0,0,0,0,0,0,1,1293.85754394531,0,0,0,0,0,0,200,151.639602661133,1,2,0,5,51,510,1,16.019702911377,0.198850005865097,27.3066062927246,39.0901985168457,1,6,3,1.7694228887558,0.193039268255234,4.99999952316284,5.9049186706543,8.97501087188721,5,2.19820094108582,2,2,2,1,1,0.42949378490448,2,2,2,4,19.5066242218018,0,0,0,0,5000,0,0,0,0,c(2764166.2455624, 2265004.73259596)
139375,528625,"40/1",27.55,4.87648773193359,3.00001335144043,1715,3.46724343299866,1.07292902469635,5.07999992370605,64.1600036621094,3,22.7000007629395,7.16160488128662,6.54509210586548,581.1962890625,28,115.774536132812,1447.92053222656,149.774536132812,218.549072265625,594.647216796875,14386.21875,14.5200510025024,18.104455947876,10.9484348297119,0.100000001490116,1000,0.400000005960464,500.048706054688,1,0,0,0,0,243,0,-27,1009.21264648438,0,0.25,0,0,0,0,0,0,0,0,1,1293.85754394531,0,0,0,0,0,0,200,151.639602661133,1,2,0,5,51,510,1,16.019702911377,0.198850005865097,27.3066062927246,39.0901985168457,1,6,3,1.7694228887558,0.193039268255234,4.99999952316284,5.9049186706543,8.97501087188721,5,2.19820094108582,2,2,2,1,1,0.42949378490448,2,2,2,4,19.5066242218018,0,0,0,0,5000,0,0,0,0,c(2764158.34749485, 2265001.54051191)
141743,534797,"27/N1",23,4.95726013183594,339.920013427734,7,0.00168556394055486,6.91017770767212,9.59999942779541,50.9200019836426,3,22.2146453857422,7.22317504882812,5.21464395523071,636.609497070312,29,123.951187133789,1576.31237792969,153,229.951187133789,636.609497070312,14318.6142578125,13.5680027008057,17.1792011260986,9.9568042755127,0.100000001490116,3414.21362304688,0.400000005960464,2207.30639648438,0.600000023841858,0,0,0,0,324,0,0,1012.70068359375,1,0,0,0,0,0,0,0,0,0,0,1306.7275390625,0,0,0,0,0,0,2.00000238418579,129.798706054688,1,2,707.106811523438,3.31237649917603,34.1237640380859,342.081420898438,1.84381175041199,17.8491230010986,0.361806511878967,21.0521564483643,52.7826271057129,1,5.15618801116943,4.68762350082397,0.7863450050354,0.00999999977648258,3.0000011920929,7,18.2436428070068,4.15618801116943,6.08094263076782,2,2,2,1,1.84381175041199,0.437527567148209,2,1.15618824958801,2,3.15618824958801,32.3890037536621,0,0,0,0,10000,0,0,0,0,c(2767822.27931652, 2270452.68041092)
151920,533969,"27/N2",5,3.74454712867737,153.839920043945,101,0.100325517356396,5.49173831939697,7.60000038146973,54.4000053405762,2,23.2999992370605,8.70833301544189,3.70000004768372,628,29,123,1564,154,233,632,14255.5830078125,14,18.3583335876465,9.64999961853027,0.100000001490116,14500,0.200000002980232,2414.37451171875,0.400000005960464,0,0,0,0,324,0,0,1011.93890380859,1,0,0,0,0,0,0,0,0,0,0,1302.25964355469,0,0,0,0,0,0,1,123.371627807617,1,2,0,3.90316867828369,40.9348564147949,409.445404052734,2,22.1375942230225,0.361806511878967,29.4433689117432,36.9092216491699,5,5,5,1.51099073886871,0.00999999977648258,1,1,84.2839126586914,0.3873251080513,5.90174865722656,2,2,2,1.90316867828369,2,0.461542755365372,2,1,2,3,35.4700584411621,0,0,0,0,5000,0,0,0,0,c(2777513.12143056, 2267195.05408146)
