"x","y","Station_ID","Avg_NO3","X500m.Aspect_fine.tif","X500m.Elevation.tif","X500m.GDP_PT_2010.tif","X500m.PopDensity.tif","X500m.Slope_fine.tif","X500m.SOC_PT.tif","X500m.soil_pH_fine.tif","X500m.SoilTexture_fine.tif","X500m.MaxTemp_WarmMonth.tif","X500m.Mean_diurnal_range.tif","X500m.MinTemp_ColdMonth.tif","X500m.Precipitation_ColdQuarter.tif","X500m.Precipitation_DryMonth.tif","X500m.Precipitation_DryQuarter.tif","X500m.Precipitation_sum.tif","X500m.Precipitation_WarmQuarter.tif","X500m.Precipitation_WetMonth.tif","X500m.Precipitation_WetQuarter.tif","X500m.Srad_avg.tif","X500m.Tavg_avg.tif","X500m.Tmax_avg.tif","X500m.Tmin_avg.tif","Distance_dams","Distance_ocean","Distance_rivers","Distance_urban","MRB_roads","Agri_Natural.tif","Agriculture_naturalVeg.tif","AgroForestry.tif","Annuals_permanents.tif","CLC_PT2012.tif","Complex_patterns.tif","crop_ssnb.tif","et0.tif","forest.tif","FRAC_leaching.tif","FRAC_runoff.tif","Fruit_trees.tif","grass_ssnb.tif","heterogeneous.tif","Natural_grasslands.tif","Non_irrigated.tif","Olive_groves.tif","Pastures.tif","Permanently_irrigated.tif","prec.tif","Rice.tif","Total_leaching_X2010.tif","urban.tif","Vineyards.tif","Water_bodies.tif","wetlands.tif","Actual_permeability.tif","Bulk_density_30cm.tif","DepthImpermeable.tif","Different_aquifer_systs.tif","Dist_to_rivers.tif","DomParentMaterial1.tif","DomParentMaterial2.tif","DomParentMaterial3.tif","DomTexture.tif","Field_capacity_30cm.tif","FieldCapacity.tif","FRAC_clay_30cm.tif","FRAC_sand_30cm.tif","GW_bodies.tif","HydroGeo.tif","HydroGeo_ParMaterial.tif","ks_fao_octop.tif","porosity.tif","Potential_permeability.tif","rast_recharge_gw.tif","Runoff_flow_direction.tif","SecParentMaterial.tif","Slope.tif","SubBS.tif","SubCEC.tif","SubMineralogy.tif","subsurface_DomTexture.tif","surface_DomTexture.tif","ths_fao_octop.tif","TopBS.tif","TopCEC.tif","TopMineralogy.tif","TopOC.tif","water_table.tif","MRB_agri_animal_prod_.tif","MRB_agri_chemical.tif","MRB_agri_processing.tif","MRB_feed_prod.tif","MRB_other_industry.tif","MRB_pig_production.tif","MRB_poultry_production.tif","MRB_slaughters.tif","MRB_wwtp.tif","geometry"
147750,503380,"68/2",32.73,3.6053364276886,10.6799983978271,794,0.0271344725042582,1,2.32000136375427,67.9199905395508,3,23.0894908905029,8.0087833404541,6.01051044464111,586.684692382812,23,106,1424.80114746094,130,215.789794921875,590.57958984375,14558.5517578125,14.5183229446411,18.5216865539551,10.5124750137329,0.100000001490116,2414.21362304688,0.600000023841858,1207.18725585938,1,0,0,0,1,212,0,41,1069.79992675781,0,0.25,0,0,0,1,0,0,0,0,0,1233.09191894531,0,10.25,0,0,0,0,5.00024557113647,141.568862915039,1,2,1000,4.66411161422729,47.9770050048828,479.77001953125,1.33588850498199,17.1980972290039,0.240935683250427,23.888090133667,42.9346008300781,52,5.66411161422729,3.67177724838257,1.56580448150635,0.108628965914249,4.99999523162842,7.5,21.5978126525879,3.32055711746216,1.02878952026367,2,2,2,1.33588850498199,1.33588850498199,0.458215981721878,2,1.66411149501801,2,3.66411137580872,3.71701693534851,0,0,0,0,5000,0,0,0,10000,c(2766705.81888351, 2238357.66770226)
146790,502780,"68/4",73.9,4.51376056671143,5.84000253677368,2549,0.0196356363594532,1.00004148483276,2.68000078201294,67.8000030517578,3,23,7.82499980926514,6.19999980926514,582,23,106,1417,130,213,584,14548.3330078125,14.5333337783813,18.4500007629395,10.625,0.100000001490116,1207.10681152344,0.560000002384186,707.160278320312,0.600000023841858,0,0,0,0,212,0,41,1070.61145019531,0,0.25,0,0,0,0,0,0,0,0,1,1231.27014160156,0,10.25,0,0,0,0,4.99999952316284,141.371826171875,1,2,0,4.98732471466064,50.8859252929688,508.859252929688,1.01267516613007,16.5070838928223,0.199268087744713,24.9917984008789,41.4508857727051,52,5.98732471466064,3.02535033226013,1.73445224761963,0.16634601354599,4.99999952316284,7.45594549179077,5.05207967758179,4.93662452697754,1.02472054958344,2,2,2,1.01267516613007,1.01267516613007,0.430578261613846,2,1.98732483386993,2,3.98732495307922,1.93995916843414,0,0,0,0,5000,0,0,0,0,c(2765641.70312384, 2238003.30488766)
146430,502480,"68/6",2.65,4.03973150253296,5.76000022888184,3409,1.67690527439117,1,2.92000150680542,66.7599945068359,2.88749647140503,22.9772777557373,7.78334283828735,6.24544382095337,581.772766113281,23,106,1415.1171875,130,213,583.772766113281,14549.9248046875,14.5333337783813,18.4275875091553,10.6518964767456,0.100000001490116,707.106811523438,0.456000000238419,500.026977539062,0.600000023841858,0,0,0,0,242,1,41,1070.5361328125,0,0.259999990463257,0,0,0,1,0,0,0,0,0,1231.47900390625,0,10.6599998474121,0,0,0,0,5,135.534072875977,1,2,0,5,51,510,1,16.745189666748,0.198850005865097,24.2759914398193,42.713809967041,52,6,3,1.72957718372345,0.188455820083618,5,6.53037452697754,3.42186427116394,5,1.20316660404205,2,2,2,1,1,0.43529736995697,2,2,2,4,2.15850925445557,0,0,0,0,5000,0,0,0,0,c(2765226.11320735, 2237797.25907383)
147970,500450,"68/9",57.5,4.45933723449707,10.1199998855591,289,2.81530976295471,1.00017118453979,2.55999898910522,66.1200103759766,3,23.0771026611328,8.02313137054443,5.94579553604126,585.355834960938,23,104.974723815918,1420.49743652344,128,213.635360717773,586.041748046875,14575.2529296875,14.4801139831543,18.4797172546387,10.4630479812622,0.100000001490116,1914.21362304688,0.400000005960464,1707.21423339844,0.840000033378601,1,0,0,0,243,0,0,1074.50610351562,0,0.5,0,0,-6249,0,0,0,0,0,0,1221.888671875,0,0,0,0,0,0,4.00000047683716,136.340835571289,1,2,0,5,51,510,1,17.0328617095947,0.19885915517807,26.4271240234375,40.5076065063477,52,6,3,1.77227354049683,0.163509130477905,3.00000214576721,7.49635982513428,35.5269470214844,5,1.00853967666626,2,2,2,1,1,0.39836710691452,2,2,2,4,4.32594871520996,0,0,0,10000,10000,0,0,0,0,c(2766272.89350041, 2235446.51364691)
148830,502720,"68/5",116,4.91542816162109,13.7600011825562,1299,0.132270067930222,1.00207090377808,2.75999975204468,67.3199996948242,2.99693965911865,23.1000003814697,8.26310443878174,5.69999980926514,591.893127441406,23,107,1439.494140625,130.893142700195,216.893142700195,594.786254882812,14556.0546875,14.4574899673462,18.5824909210205,10.3191957473755,0.100000001490116,3000,0.568000018596649,707.160278320312,0.840000033378601,0,0,0,1,212,0,41,1071.69812011719,0,0.25,0,0,0,1,0,0,0,0,0,1228.716796875,0,10.25,0,0,0,0,2.0002498626709,143.055511474609,1,2,1118.03393554688,4.19808673858643,43.7827835083008,437.827819824219,1.80191314220428,17.9285182952881,0.332136273384094,24.3242321014404,41.1430473327637,52,5.19808673858643,4.60382652282715,1.26177310943604,0.0694677904248238,1.99999964237213,7.5,16,0.990434229373932,1.16249012947083,2,2,2,1.80191314220428,1.80191314220428,0.467820346355438,2,1.19808685779572,2,3.19808673858643,6.7639627456665,0,0,0,0,5160.26513671875,0,0,0,10000,c(2767608.38527465, 2237454.04424971)
171343,476970,"111/N1",3.1,3.83636283874512,119.720008850098,1995,6.4097785949707,2.76112842559814,3.08000087738037,65.9599990844727,2.13913989067078,24.8999996185303,9.60833358764648,3.70000004768372,558,19,99,1351,108,195,558,14609.6669921875,14.4166669845581,19.2333335876465,9.625,0.100000001490116,20035.533203125,0.984000027179718,0,0.840000033378601,0,0,0,0,112,0,0,1111.23217773438,0,0,0,0,0,0,0,0,0,0,0,1226.49499511719,0,0,1,0,0,0,199.99967956543,143.775665283203,1,2,0,4,42,420,2,16.2123985290527,0.361806511878967,23.5909824371338,41.7427520751953,2,5,5,1.72415435314178,0.00999999977648258,1.00000131130219,7.49490308761597,5.41566753387451,0,3.47816967964172,2,2,2,2,2,0.461432486772537,2,1,2,3,18.0847797393799,0,0,0,0,5000,0,10000,10000,10000,c(2783794.19640802, 2206928.70719894)
146690,493870,"82/22",69.05,4.64313745498657,10.3600015640259,1834,0.0698859319090843,1,2.92000007629395,63.1599998474121,3,23.1000003814697,7.97930192947388,6,567.758117675781,22,101.879066467285,1373.61682128906,120.879066467285,202.879058837891,567.758117675781,14602.2373046875,14.5121755599976,18.5166664123535,10.5371761322021,0.100000001490116,1500,0.200000002980232,1000.05395507812,0.935999989509583,0,0,0,0,242,0,74,1078.146484375,0,0.25,0,0,0,0,0,1,0,0,0,1214.02673339844,0,18.5,0,0,0,0,4.00000047683716,148.489395141602,1,2,1000,4.35320425033569,44.5320434570312,445.643829345703,1.32339787483215,17.7822380065918,0.361806511878967,23.2696952819824,41.3747787475586,52,5.67660236358643,3.64679574966431,1.77897775173187,0.0611178018152714,4.00000047683716,7.5,5.71775054931641,4.67660236358643,1.01985192298889,2,2,2,1,1.32339787483215,0.419228196144104,2,1.67660212516785,2,3.67660212516785,4.72690963745117,0,0,0,10000,10000,0,0,0,10000,c(2763579.49947537, 2229335.6282075)
146350,497139,"82/N1",68.1,4.96308660507202,5.52000141143799,1818,0.0978770926594734,1.1570338010788,2.00000023841858,72.4400024414062,3,23,7.88164377212524,6.11358785629272,572.407348632812,22,103.774536132812,1386.47265625,123.884346008301,206.658874511719,572.407348632812,14573.845703125,14.5429153442383,18.4671859741211,10.5821990966797,0.100000001490116,1000,0.200000002980232,500.048706054688,0.632000029087067,0,0,0,0,242,1,74,1076.61975097656,0,0.25,0.00600000005215406,0,0,1,0,0,0,0,0,1216.74035644531,0,18.5,0,0,0,0,5,146.839126586914,1,2,500,5,51,510,1,16.3497753143311,0.19885915517807,25.5883197784424,41.5385398864746,52,6,3,1.72870898246765,0.226622968912125,5,6.74943399429321,9.97354602813721,5,1.19644749164581,2,2,2,1,1,0.399055659770966,2,2,2,4,2.20548415184021,0,0,0,10000,10000,0,0,0,0,c(2763970.2762471, 2232606.31537285)
146290,497150,"82/16",108.2,4.96308660507202,5.52000141143799,1818,0.0978770926594734,1.1570338010788,2.00000023841858,72.4400024414062,3,23,7.88164377212524,6.11358785629272,572.407348632812,22,103.774536132812,1386.47265625,123.884346008301,206.658874511719,572.407348632812,14573.845703125,14.5429153442383,18.4671859741211,10.5821990966797,0.100000001490116,1000,0.200000002980232,500.048706054688,0.632000029087067,0,0,0,0,242,1,74,1076.61975097656,0,0.25,0.00600000005215406,0,0,1,0,0,0,0,0,1216.74035644531,0,18.5,0,0,0,0,5,146.839126586914,1,2,500,5,51,510,1,16.3497753143311,0.19885915517807,25.5883197784424,41.5385398864746,52,6,3,1.72870898246765,0.226622968912125,5,6.74943399429321,9.97354602813721,5,1.19644749164581,2,2,2,1,1,0.399055659770966,2,2,2,4,2.20548415184021,0,0,0,10000,10000,0,0,0,0,c(2763914.46726145, 2232631.47944408)
146440,496870,"82/18",110.55,4.96308660507202,5.52000141143799,1818,0.0978770926594734,1.1570338010788,2.00000023841858,72.4400024414062,3,23,7.88164377212524,6.11358785629272,572.407348632812,22,103.774536132812,1386.47265625,123.884346008301,206.658874511719,572.407348632812,14573.845703125,14.5429153442383,18.4671859741211,10.5821990966797,0.100000001490116,1000,0.200000002980232,500.048706054688,0.632000029087067,0,0,0,0,242,1,74,1076.61975097656,0,0.25,0.00600000005215406,0,0,1,0,0,0,0,0,1216.74035644531,0,18.5,0,0,0,0,5,146.839126586914,1,2,500,5,51,510,1,16.3497753143311,0.19885915517807,25.5883197784424,41.5385398864746,52,6,3,1.72870898246765,0.226622968912125,5,6.74943399429321,9.97354602813721,5,1.19644749164581,2,2,2,1,1,0.399055659770966,2,2,2,4,2.20548415184021,0,0,0,10000,10000,0,0,0,0,c(2763998.30702157, 2232322.25533081)
149800,489120,"96/25",38.1,3.55776929855347,17.600004196167,1545,0.192079991102219,1.59745037555695,4.51999950408936,56.3600044250488,3,23.3999996185303,8.65833377838135,5.19999980926514,561,20,99,1355,115,197,561,14639.9169921875,14.4416666030884,18.783332824707,10.125,0.100000001490116,2500,0.800000011920929,1000.09741210938,0.815999984741211,1,0,0,0,243,0,0,1081.46643066406,0,0.5,0.00400000018998981,0,-3633,0,0,0,0,0,0,1212.03723144531,0,0,0,0,0,0,4,144.60026550293,1,2,500,3,31,311,2,17,0.361806511878967,23.2966690063477,47.8416709899902,52,5,5,1.57800471782684,0.0301958750933409,4,7.5,65.3736343383789,4,1.5309853553772,2,2,2,1,2,0.464898854494095,2,1,2,3,5.93200159072876,0,0,10000,10000,5000,10000,0,0,4917.28515625,c(2765551.46346568, 2223954.16973164)
147970,499460,"82/10",23.5,4.99503087997437,10.6400032043457,110,0.112680524587631,1,2.00000071525574,69.1999969482422,3,23.0771026611328,8.04530906677246,5.92850351333618,584.002380371094,23,104.796699523926,1415.59594726562,127.88786315918,212.516372680664,584.002380371094,14585.876953125,14.4695148468018,18.4964714050293,10.4574117660522,0.100000001490116,2207.10668945312,0.200000002980232,1500.08093261719,0.976000010967255,1,0,0,0,243,0,0,1075.65051269531,0,0.5,0,0,-3633,0,0,0,0,0,0,1218.92053222656,0,0,0,0,0,0,5,147.843902587891,1,2,0,5,51,510,1,17.632022857666,0.19916445016861,25.3979587554932,37.237476348877,52,6,3,1.79293155670166,0.22357901930809,5,7.5,24.0289516448975,5,1.02794945240021,2,2,2,1,1,0.398925334215164,2,2,2,4,4.75439023971558,0,0,0,10000,10000,0,0,0,0,c(2766054.51658174, 2234480.76752211)
148480,499230,"82/11",198.5,4.03264617919922,20.9199962615967,341,0.336834400892258,1.11252212524414,2.40000033378601,70.120002746582,3,23.1000003814697,8.21666622161865,5.69999980926514,587,23,105,1423,127,213,587,14579.0830078125,14.4250001907349,18.5416660308838,10.3249998092651,0.100000001490116,2914.21362304688,0.200000002980232,1207.18725585938,0.984000027179718,1,0,0,0,243,0,0,1076.26184082031,0,0.5,0,0,-3633,0,0,0,0,0,0,1217.21374511719,0,0,0,0,0,0,199.999694824219,147.946350097656,1,2,0,4.86901044845581,49.8210945129395,498.210968017578,1.1309894323349,17.6081466674805,0.22991082072258,24.6050624847412,39.3246269226074,52,5.86901044845581,3.2619788646698,1.77648234367371,0.212875083088875,5,7.5,22.704137802124,4.34505271911621,1.09503662586212,2,2,2,1.1309894323349,1.1309894323349,0.412430346012115,2,1.8690105676651,2,3.86901068687439,7.58930969238281,0,0,0,10000,10000,0,0,0,0,c(2766498.78598682, 2234133.73296987)
146960,499150,"82/12",212,4.47087144851685,5.96000099182129,254,0.0279997754842043,1.00230979919434,2.00000071525574,70.5199966430664,3,23,7.91138792037964,6.12017393112183,579.180725097656,22.9745197296143,104.061180114746,1404.66479492188,127.635162353516,210.43342590332,579.180725097656,14582.35546875,14.5139417648315,18.4669895172119,10.5612783432007,0.100000001490116,1207.10681152344,0.200000002980232,1914.34753417969,0.608000040054321,0,0,0,0,242,1,74,1075.35681152344,0,0.25,0,0,0,1,0,0,0,0,0,1219.82800292969,0,18.5,0,0,0,0,5,143.571792602539,1,2,0,5,51,510,1,16.323335647583,0.198850005865097,22.5818042755127,42.800407409668,52,6,3,1.72763574123383,0.221608638763428,5,6.97547388076782,24.1826229095459,5,1.14315676689148,2,2,2,1,1,0.397160828113556,2,2,2,4,1.62182223796844,0,0,0,10000,10000,0,0,0,0,c(2765005.85678992, 2234421.31241369)
147600,499020,"82/13",48.4,4.06696939468384,9.32000064849854,510,0.21478134393692,1.07536447048187,2,70.2799987792969,3,23,7.94166660308838,6.09999990463257,579,23,105,1405,127,210,579,14572.8330078125,14.5166664123535,18.4750003814697,10.533332824707,0.100000001490116,1914.21362304688,0.200000002980232,1207.18725585938,0.871999979019165,0,0,0,0,242,1,74,1075.99133300781,0,0.25,0,0,0,1,0,0,0,0,0,1218.07092285156,0,18.5,0,0,0,0,5.00006055831909,143.400802612305,1,2,0,5,51,510,1,16.4477062225342,0.199162542819977,23.5185432434082,41.8410224914551,52,6,3,1.79254102706909,0.21948254108429,5,7.5,16.8288345336914,5,1.04680871963501,2,2,2,1,1,0.398914784193039,2,2,2,4,3.12253522872925,0,0,0,10000,10000,0,0,0,0,c(2765598.3516357, 2234140.54643737)
