"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","88","122","121"
1602,"1111602","Caminha","50","69","61"
1603,"1111603","Melgaço","42","71","15"
1604,"1111604","Monção","128","262","29"
1605,"1111605","Paredes de Coura","34","39","52"
1606,"1111606","Ponte da Barca","31","16","13"
1607,"1111607","Ponte de Lima","261","475","412"
1608,"1111608","Valença","53","70","75"
1609,"1111609","Viana do Castelo","878","1188","735"
1610,"1111610","Vila Nova de Cerveira","57","48","47"
301,"1120301","Amares","50","15","2"
302,"1120302","Barcelos","2053","2877","2729"
303,"1120303","Braga","344","383","555"
306,"1120306","Esposende","446","557","567"
310,"1120310","Terras de Bouro","33","23","4"
313,"1120313","Vila Verde","302","330","141"
307,"1130307","Fafe","222","85","27"
308,"1130308","Guimarães","668","278","289"
309,"1130309","Póvoa de Lanhoso","79","6","16"
1314,"1131314","Santo Tirso","1513","456","366"
1318,"1131318","Trofa","0","597","354"
311,"1130311","Vieira do Minho","156","23","14"
312,"1130312","Vila Nova de Famalicão","1056","893","726"
314,"1130314","Vizela","0","79","12"
107,"1140107","Espinho","7","13","0"
1304,"1141304","Gondomar","970","474","556"
1306,"1141306","Maia","1343","977","582"
1308,"1141308","Matosinhos","976","739","378"
1312,"1141312","Porto","0","0","17"
1313,"1141313","Póvoa de Varzim","1479","700","448"
1315,"1141315","Valongo","829","670","409"
1316,"1141316","Vila do Conde","3062","1849","758"
1317,"1141317","Vila Nova de Gaia","864","404","111"
1301,"1151301","Amarante","2130","868","380"
1302,"1151302","Baião","311","66","39"
304,"1150304","Cabeceiras de Basto","88","23","12"
106,"1150106","Castelo de Paiva","237","162","92"
305,"1150305","Celorico de Basto","282","128","159"
1804,"1151804","Cinfães","114","55","27"
1303,"1151303","Felgueiras","1272","477","271"
1305,"1151305","Lousada","1647","1148","660"
1307,"1151307","Marco de Canaveses","917","280","126"
1705,"1151705","Mondim de Basto","235","139","81"
1309,"1151309","Paços de Ferreira","294","194","201"
1310,"1151310","Paredes","1654","914","737"
1311,"1151311","Penafiel","1655","753","365"
1813,"1151813","Resende","20","6","6"
1709,"1151709","Ribeira de Pena","48","19","38"
104,"1160104","Arouca","421","286","312"
113,"1160113","Oliveira de Azeméis","835","686","561"
109,"1160109","Santa Maria da Feira","704","509","317"
116,"1160116","São João da Madeira","16","0","0"
119,"1160119","Vale de Cambra","125","87","41"
1701,"1171701","Alijó","36","13","7"
1801,"1171801","Armamar","9","0","0"
403,"1170403","Carrazeda de Ansiães","35","19","12"
404,"1170404","Freixo de Espada à Cinta","4","0","1"
1805,"1171805","Lamego","71","7","7"
1704,"1171704","Mesão Frio","0","0","0"
1807,"1171807","Moimenta da Beira","281","64","80"
1812,"1171812","Penedono","27","24","13"
1708,"1171708","Peso da Régua","5","0","1"
1710,"1171710","Sabrosa","17","0","2"
1711,"1171711","Santa Marta de Penaguião","14","0","0"
1815,"1171815","São João da Pesqueira","59","0","3"
1818,"1171818","Sernancelhe","63","39","13"
1819,"1171819","Tabuaço","10","0","1"
1820,"1171820","Tarouca","36","34","17"
409,"1170409","Torre de Moncorvo","13","0","0"
410,"1170410","Vila Flor","49","77","51"
914,"1170914","Vila Nova de Foz Côa","21","0","6"
1714,"1171714","Vila Real","140","154","92"
401,"1180401","Alfândega da Fé","29","18","6"
1702,"1181702","Boticas","46","32","23"
402,"1180402","Bragança","165","93","56"
1703,"1181703","Chaves","145","41","81"
405,"1180405","Macedo de Cavaleiros","122","61","45"
406,"1180406","Miranda do Douro","33","30","15"
407,"1180407","Mirandela","90","40","24"
