id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,8000,5000,8000,6000,9000,8000,8000,5000,6000,6000,6000,6000,5000,4000,3000,4000,3000,3000,3000,3000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
2,3000,2000,4000,2000,3000,3000,3000,4000,3000,3000,3000,3000,2000,2000,1000,1000,2000,2000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000
3,30000,29000,28000,40000,42000,35000,31000,32000,32000,32000,32000,32000,35000,32000,21000,20000,19000,18000,19000,19000,20000,20000,20000,19000,17000,16000,14000,16000,16000,16000,16000
4,5000,5000,4000,6000,7000,6000,5000,4000,5000,5000,4000,4000,3000,2000,2000,1000,1000,2000,2000,2000,2000,2000,1000,1000,1000,1000,2000,2000,2000,1000,2000
5,47000,41000,47000,51000,42000,51000,57000,50000,50000,50000,50000,49000,46000,42000,32000,23000,22000,25000,25000,25000,26000,24000,23000,22000,30000,29000,31000,32000,33000,32000,33000
6,24000,23000,25000,23000,22000,24000,29000,24000,25000,24000,26000,24000,26000,31000,20000,14000,13000,14000,16000,15000,16000,16000,16000,16000,16000,16000,16000,17000,18000,17000,18000
7,5000,5000,5000,5000,6000,5000,4000,5000,4000,4000,5000,5000,5000,4000,4000,4000,2000,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
