"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"12778","10237","10901","10968","13685","16757","12706","14616","15713","15508","10000","12432","16126","10147","12867","14129","13250","14399","13364","13929","13503","11646","13109","15209","15798","15948","14328","14788","13793","13496","19580"
2,"11226","8994","9578","9637","12024","13473","12214","12988","13635","12370","10009","11299","11891","10965","12887","13650","13338","13508","11118","12058","13550","13597","13327","12634","13215","13077","14533","16185","16293","16196","18374"
3,"17129","13724","14614","14704","18346","19012","20017","20244","21046","20892","18805","20922","23821","22055","22969","23699","23115","21967","17071","19402","20881","18355","18712","19625","17818","20374","20928","23671","23353","18890","21333"
4,"11161","8942","9522","9581","11954","11678","13204","14118","13468","13179","9160","9353","10608","9611","9508","9875","9795","10307","9091","11049","11759","11839","11092","11269","11249","10784","12506","13719","13396","13206","13409"
5,"15919","12754","13581","13664","17047","17941","18000","18940","21550","20404","20000","20182","20163","16140","17292","21121","22575","24092","23745","24613","22337","21476","24100","16770","15777","27542","27884","30694","31965","32781","33944"
6,"11238","9012","9590","9647","12029","14124","12354","12615","12058","10422","11890","12600","15515","14711","14552","14581","14710","13878","13855","15461","15913","16389","15753","15487","15604","15821","17000","17501","23733","28101","27821"
7,"11805","9451","10071","10130","12642","12465","13887","14465","15870","15463","16202","16086","18180","17276","17276","17729","17531","17771","17400","16971","17790","16821","17335","17073","17072","16197","17533","18901","21097","22152","22499"
