"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"-","-","-","-","-","-","1500","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
2,"-","-","-","-","-","-","1500","1379","653","853","560","552","1166","1164","908","1125","1142","1130","872","1082","1345","1167","1265","1234","1449","1334","1106","1066","1051","1069","1062"
3,"-","-","-","-","-","-","1667","-","1429","1428","1529","1353","1468","1483","1558","2000","2000","1824","941","1082","1080","1080","1147","1046","1059","737","862","837","816","1039","987"
4,"-","370","1200","623","925","1111","1021","902","850","850","670","574","1001","1009","498","580","580","583","241","909","995","1060","902","1105","1211","580","944","956","767","847","698"
5,"-","1000","1067","1000","1125","1111","1333","2020","1280","1400","1050","1231","1575","1621","1217","1696","1535","1767","1161","1846","1898","1717","1465","1036","1105","1034","2155","1968","2045","2110","2121"
6,"1410","1250","1683","1257","1604","1111","1489","1713","1100","1350","903","746","1244","1750","899","1576","830","1449","394","2154","1609","2100","1523","1054","1144","826","1561","1579","1738","1967","1545"
7,"-","-","-","-","-","-","1244","759","456","647","229","229","756","756","796","834","589","613","229","1102","1023","966","965","1065","1073","534","1073","1051","1028","1096","1118"
