"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"919","754","1045","769","1130","654","1006","940","688","684","557","611","656","713","462","823","742","747","637","807","859","908","879","876","877","501","690","726","727","727","729"
2,"1361","1123","1559","1139","1672","978","1430","1440","820","1305","1069","883","1455","1267","814","1587","1264","1418","1035","1393","1345","1137","925","871","921","835","1490","1163","1004","1011","1131"
3,"1523","1257","1743","1274","1872","1094","1667","1539","1501","1592","1427","1290","1719","1719","1733","1878","1316","1452","1102","1632","1576","1610","1466","1496","1498","901","1070","1063","999","1008","924"
4,"1249","1031","1430","1045","1534","897","1413","1208","978","1138","800","767","1049","1098","792","1096","1037","987","459","1109","1169","1314","956","1086","1159","704","986","999","852","914","761"
5,"2340","1896","2619","1987","2943","1653","2499","2721","2517","2146","1555","1799","2382","2313","1725","2491","1841","1898","1577","2790","3479","3179","2380","1816","1446","1291","2312","2743","2706","3455","3312"
6,"1716","1399","1940","1447","2127","1327","1668","2028","1371","1789","1205","1027","1565","1550","808","1767","794","1564","564","2457","1790","2329","1718","1495","1215","1108","1809","2183","2166","2521","2148"
7,"655","540","750","549","806","470","750","620","341","609","200","225","1143","1140","1198","1260","900","1143","354","1617","1511","1425","1077","1342","1395","695","1406","1384","1350","1390","1409"
