"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
2,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
3,"31150","30000","40000","42500","47182","22000","44545","49333","48125","53750","50000","68000","60000","41806","59824","52234","51114","92857","76923","71581","46611","53712","69839","92715","54864","65846","67085","35281","83684","83818","80802"
4,"17380","17006","27097","20876","23746","23000","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","47000","51136","-","-","-","-","-","-","-"
5,"38391","36954","48412","54430","54006","51477","57845","58241","53600","54000","45538","62901","73894","75119","83016","75141","73783","88108","81602","78543","84171","83954","83812","88816","76588","95185","78198","76524","96398","83526","84311"
6,"26954","25092","30900","40917","39996","36987","40168","52003","55000","55572","53000","58404","47844","47692","66936","64090","64445","75572","69882","62422","81594","67539","65955","63028","63618","82279","74841","74138","83891","73003","85492"
7,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
