"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"473","267","470","442","764","896","980","778","625","500","444","500","500","500","507","569","497","680","689","724","676","661","-","-","646","646","854","804","813","813","824"
2,"832","459","833","751","1133","1255","930","963","615","888","728","657","842","714","576","811","751","779","574","687","757","756","562","528","543","513","609","613","579","536","779"
3,"1230","1088","1300","1215","1697","1931","1482","1221","902","906","735","730","1007","1010","1010","1071","1062","1058","892","1179","1160","1160","1139","1196","1220","809","922","909","898","905","922"
4,"685","484","779","699","1036","726","900","760","675","708","541","459","826","804","541","1074","848","759","216","1017","1114","1191","1079","1307","1391","839","1171","1139","1004","1062","980"
5,"1230","649","867","1220","1953","2054","2045","1973","1211","1800","1260","1600","1856","1777","1579","1969","1736","1929","2488","3203","3068","2298","1699","1161","1446","1364","2315","2602","2432","3220","2865"
6,"1178","878","1351","1230","2026","856","1638","1861","1066","1566","870","870","1108","1764","1035","2009","1095","1784","596","2348","1823","2369","1817","1557","1247","1144","1741","2226","2101","2228","2384"
7,"482","438","647","588","622","269","400","430","246","458","200","218","915","915","961","900","629","683","262","1115","1248","1209","1200","1211","1272","648","1201","1173","1151","1174","1195"
