"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","135","58","54"
1602,"1111602","Caminha","92","22","25"
1603,"1111603","Melgaço","14","10","3"
1604,"1111604","Monção","116","68","46"
1605,"1111605","Paredes de Coura","103","51","211"
1606,"1111606","Ponte da Barca","14","31","19"
1607,"1111607","Ponte de Lima","604","124","980"
1608,"1111608","Valença","119","53","69"
1609,"1111609","Viana do Castelo","698","64","793"
1610,"1111610","Vila Nova de Cerveira","243","30","129"
301,"1120301","Amares","209","32","211"
302,"1120302","Barcelos","4628","72","8217"
303,"1120303","Braga","986","17","1302"
306,"1120306","Esposende","435","16","1145"
310,"1120310","Terras de Bouro","17","25","12"
313,"1120313","Vila Verde","561","90","774"
307,"1130307","Fafe","198","54","185"
308,"1130308","Guimarães","804","44","1267"
309,"1130309","Póvoa de Lanhoso","465","105","316"
1314,"1131314","Santo Tirso","1233","17","767"
1318,"1131318","Trofa","0","15","1142"
311,"1130311","Vieira do Minho","157","147","120"
312,"1130312","Vila Nova de Famalicão","2135","26","3223"
314,"1130314","Vizela","0","3","72"
107,"1140107","Espinho","3","0","1"
1304,"1141304","Gondomar","252","21","128"
1306,"1141306","Maia","815","8","1082"
1308,"1141308","Matosinhos","525","4","839"
1312,"1141312","Porto","0","0","12"
1313,"1141313","Póvoa de Varzim","1368","8","2337"
1315,"1141315","Valongo","268","17","114"
1316,"1141316","Vila do Conde","3572","12","5469"
1317,"1141317","Vila Nova de Gaia","283","27","101"
1301,"1151301","Amarante","1343","259","398"
1302,"1151302","Baião","122","98","62"
304,"1150304","Cabeceiras de Basto","326","201","204"
106,"1150106","Castelo de Paiva","210","75","205"
305,"1150305","Celorico de Basto","353","119","304"
1804,"1151804","Cinfães","424","152","184"
1303,"1151303","Felgueiras","640","32","405"
1305,"1151305","Lousada","499","16","612"
1307,"1151307","Marco de Canaveses","467","148","141"
1705,"1151705","Mondim de Basto","304","109","148"
1309,"1151309","Paços de Ferreira","138","45","335"
1310,"1151310","Paredes","383","66","260"
1311,"1151311","Penafiel","518","51","222"
1813,"1151813","Resende","25","23","27"
1709,"1151709","Ribeira de Pena","167","99","300"
104,"1160104","Arouca","614","75","635"
113,"1160113","Oliveira de Azeméis","804","35","1062"
109,"1160109","Santa Maria da Feira","251","39","412"
116,"1160116","São João da Madeira","9","0","0"
119,"1160119","Vale de Cambra","199","19","107"
1701,"1171701","Alijó","18","25","23"
1801,"1171801","Armamar","1","0","10"
403,"1170403","Carrazeda de Ansiães","50","116","80"
404,"1170404","Freixo de Espada à Cinta","11","116","22"
1805,"1171805","Lamego","55","20","29"
1704,"1171704","Mesão Frio","0","0","0"
1807,"1171807","Moimenta da Beira","584","297","262"
1812,"1171812","Penedono","44","89","50"
1708,"1171708","Peso da Régua","4","0","2"
1710,"1171710","Sabrosa","22","19","16"
1711,"1171711","Santa Marta de Penaguião","7","0","0"
1815,"1171815","São João da Pesqueira","33","98","215"
1818,"1171818","Sernancelhe","170","135","144"
1819,"1171819","Tabuaço","18","16","15"
1820,"1171820","Tarouca","134","49","79"
409,"1170409","Torre de Moncorvo","46","270","42"
410,"1170410","Vila Flor","19","375","49"
914,"1170914","Vila Nova de Foz Côa","18","132","18"
