"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"2658","2659","2659","2646","2607","2607","2492","2408","2066","2068","2058","1908","1159","1131","1102","1071","1044","1016","989","961","934","906","879","879","879","879","891","894","903","921","922"
2,"61449","61645","61729","61513","61815","67466","73204","73758","74310","75731","77159","78005","79193","79292","79404","79502","79605","79468","79330","79192","79054","78917","78779","78779","78779","78839","79748","80159","80433","80472","80491"
3,"15435","15438","15439","15299","15207","15154","14983","14740","15130","15180","15193","15193","28441","28104","26004","22004","17504","16996","16506","16206","16006","15891","15797","14817","15797","15797","15797","15797","15797","15797","15797"
4,"59152","59230","59301","58989","58556","58355","55924","55276","54000","54040","53930","58433","64471","63146","61201","59050","57400","54353","53082","51780","50991","50399","49017","49022","49022","49127","49127","49142","49097","49097","48777"
5,"48730","48719","48725","47252","45507","45309","43882","43704","40160","41902","41962","41416","40635","41231","39493","37754","36016","34277","32539","30800","29062","27323","25585","25585","25587","25587","25589","26403","26403","26403","26479"
6,"144741","144863","144957","143838","142419","142413","142446","143157","139918","140143","140555","144759","146266","145580","145538","145769","149593","152263","157076","160052","162413","164872","165391","165386","166868","168295","171829","171140","169869","174639","177543"
7,"7670","7707","7705","7652","7646","7644","7648","7629","7560","7557","7557","7557","8867","8867","8864","8890","8902","8903","8905","8909","8909","8831","8752","8752","8752","8769","8789","8816","8839","8854","8877"
