"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"0","0","0","0","0","0","0","0","0","4","4","4","5","6","6","5","5","5","5","5","5","5","2","2","2","2","2","1","1","0","0"
2,"126","115","119","114","114","115","216","211","196","198","197","196","116","118","108","107","107","105","94","89","88","88","90","90","88","87","87","84","84","84","84"
3,"808","752","779","744","750","681","649","638","618","628","603","603","225","225","221","224","224","224","218","218","214","108","80","80","79","79","75","72","79","75","76"
4,"783","759","786","751","753","542","384","279","230","223","222","221","200","186","172","166","166","149","130","103","103","84","54","60","61","62","55","54","106","114","67"
5,"538","484","511","498","493","482","800","625","610","614","539","531","105","103","93","89","89","71","64","51","46","44","125","124","123","121","79","63","240","148","125"
6,"3779","3845","3781","3974","3951","1775","1000","786","576","863","891","881","1176","960","1156","1192","2050","1895","834","742","1182","723","751","709","647","803","481","638","1113","1556","1473"
7,"324","323","335","321","321","187","203","414","338","173","87","87","131","131","131","131","131","126","19","61","62","62","8","10","10","6","8","8","8","9","9"
