"order_lc","fom_2","fom_4","fom_8","iter"
"212,3,321,4,512,222,211,221,2,1,231,223",0.0844452616095822,0.18252077027114,0.470189355168885,1
"3,4,1,231,223,221,211,212,222,321,2,512",0.113356087595605,0.204111767378464,0.513814775287562,2
"512,221,231,321,222,211,212,2,1,4,223,3",0.100502256329195,0.179378611889911,0.52768059271455,3
"321,211,4,2,3,221,231,512,222,212,223,1",0.0730363607744373,0.16389137953119,0.362385321100918,4
"1,221,223,321,231,4,512,211,3,222,212,2",0.119736544407853,0.225960419091967,0.57221880762139,5
"222,4,212,223,221,2,211,512,231,3,1,321",0.0942237323575539,0.197798702124953,0.404439565800707,6
"512,211,2,1,4,222,221,212,231,3,321,223",0.0795279630579789,0.159290491421924,0.601503759398499,7
"512,212,231,211,221,2,321,223,1,4,3,222",0.100973079007821,0.208183863318537,0.594940831614374,8
"222,221,223,231,2,3,211,1,321,512,212,4",0.103185075939869,0.224741497446119,0.603098655730235,9
"231,3,221,512,223,222,1,4,2,321,212,211",0.10619872379216,0.194307861398738,0.578485576923077,10
"223,1,222,3,231,512,4,2,212,211,221,321",0.0903840308035259,0.169005915787032,0.536582459485226,11
"1,4,512,223,211,321,231,3,2,212,221,222",0.0873254375110479,0.167974525190493,0.563244729605868,12
"1,512,231,2,223,221,212,211,3,4,321,222",0.100496878583259,0.199485122433095,0.621503692101142,13
"3,4,512,223,231,2,222,212,221,321,211,1",0.0718156826809791,0.159930715935336,0.355333844973138,14
"4,221,2,211,223,321,212,1,512,222,231,3",0.0724576716794617,0.171424938004705,0.438052513524209,15
"512,231,221,4,222,321,212,3,2,223,211,1",0.0932448036951504,0.208733454451077,0.466896287791808,16
"221,321,3,223,4,512,222,212,231,2,1,211",0.0931579489291595,0.174973172767379,0.414671036047392,17
"321,212,231,2,4,3,1,512,223,221,222,211",0.0783543784005751,0.152784388386484,0.483484573502721,18
"223,512,212,4,1,231,321,221,2,222,3,211",0.107607282184656,0.201931417336495,0.560674424127285,19
"221,212,512,1,211,223,231,222,3,2,4,321",0.110306590040254,0.204523978266006,0.660607510165033,20
"222,512,212,4,223,221,2,321,211,1,3,231",0.091639361589684,0.20204449789537,0.442823875474935,21
"212,231,3,222,4,223,321,221,2,1,211,512",0.087684087058517,0.175963520519708,0.460264475542433,22
"222,223,212,231,221,321,2,1,4,211,3,512",0.107718618747014,0.192344605656863,0.499479905437353,23
"321,4,3,512,211,223,221,231,2,212,1,222",0.0752203105329419,0.157723265619011,0.365066978800885,24
"211,231,2,223,512,1,212,3,221,4,222,321",0.0993380908056676,0.213144850376354,0.564671714552431,25
