"order_lc","fom_2","fom_4","fom_8","iter"
"1,231,211,212,2,3,222,223,4,321,512,221",0.0963009562154,0.18919227042125,0.660514752040176,1
"321,3,231,212,221,4,512,223,2,222,211,1",0.0912731033385485,0.226193762075628,0.530432461292047,2
"212,223,4,2,3,231,512,211,222,221,1,321",0.0810482379669257,0.187314368688534,0.426279216677195,3
"211,221,2,512,321,231,3,223,1,4,222,212",0.0880977130977131,0.193886302376868,0.636535314113056,4
"211,3,212,221,222,223,512,1,4,2,231,321",0.121587462082912,0.219449890096833,0.558482741797781,5
"4,321,512,231,211,222,223,1,2,212,221,3",0.0851539780776973,0.151204257420311,0.473518432104528,6
"221,211,212,1,321,223,4,222,3,2,512,231",0.117196001518411,0.215709539629805,0.569514443761523,7
"221,212,4,223,1,2,231,222,321,512,211,3",0.108609172108384,0.208282863240468,0.602471802255818,8
"211,231,212,222,1,2,4,321,3,223,221,512",0.0943895205140879,0.169718648230206,0.599105461393598,9
"223,512,211,1,4,321,221,212,222,231,2,3",0.117564131611409,0.216502115655854,0.520292590844737,10
"1,3,2,211,512,212,321,222,223,231,221,4",0.104298694357487,0.210298861768824,0.67548016961836,11
"231,211,512,223,212,321,1,4,3,221,222,2",0.115097159940209,0.215707564241765,0.539709239456927,12
"222,231,4,211,321,512,3,223,1,221,212,2",0.114531743859038,0.207485714285714,0.499046550757151,13
"222,212,231,3,512,1,321,2,211,4,221,223",0.0961209143027323,0.165747335725378,0.589169427624815,14
"223,231,1,222,4,221,321,512,2,212,3,211",0.100906022384082,0.185612944832033,0.538660110633067,15
"321,231,212,4,1,211,2,223,221,222,512,3",0.0946580824778147,0.184820135872591,0.513471731448766,16
"231,4,321,3,512,1,211,2,222,221,223,212",0.0869967723371782,0.160504858706579,0.493447156426598,17
"211,2,221,223,512,1,222,4,3,212,321,231",0.0907675944901299,0.188180778720587,0.623953403713142,18
"223,211,222,221,2,321,3,512,212,4,231,1",0.0833179965820956,0.185075413291181,0.465658636596619,19
"231,512,4,1,223,3,211,221,222,321,212,2",0.114089946430796,0.206030150753769,0.492472129640271,20
"223,211,321,4,231,512,222,3,221,212,1,2",0.114842823250297,0.200521555789824,0.47827041264267,21
"512,321,231,222,211,223,212,1,221,3,2,4",0.111209402249463,0.20154855487913,0.68357072691552,22
"222,223,212,4,321,512,3,221,2,1,211,231",0.0873682562871751,0.173339996252109,0.444087816150983,23
"231,321,1,211,222,223,4,512,3,212,2,221",0.103149371615916,0.17662192393736,0.488479262672811,24
"3,231,512,321,211,222,212,2,223,1,221,4",0.102244645799011,0.203562029499969,0.600829206495449,25
