"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,138837,138837,138837,129765,120694,111622,102550,107014,111478,107452,103426,222601,341776,356904,372032,387161,402289,366202,330116,340193,350270,394516,438762,410593,382424,354256,326087,261098,196108,131119,131119
2,38643,38643,38643,40223,41802,43382,44962,46990,49018,49797,50576,145122,239668,229639,219610,209580,199551,208597,217643,192590,167538,231711,295884,274811,253738,232664,211591,161676,111760,61845,61845
3,125213,125213,125213,117520,109828,102135,94442,99126,103810,90492,77173,324629,572085,626956,681827,736698,791569,672876,554183,522778,491374,455254,419133,360585,302037,243489,184941,149044,113146,77249,77249
4,33507,33507,33507,30528,27548,24568,21589,24438,27286,25538,23789,84442,145095,131311,117526,103742,89958,80268,70577,63158,55738,61573,67408,62109,56810,51511,46212,41469,36726,31983,31983
5,111337,111337,111337,113224,115110,116996,118883,96088,73292,67806,62321,181778,301236,294981,288726,282472,276217,217442,158668,165400,172132,140820,109507,90472,71438,52403,33368,38698,44027,49357,49357
6,17830,17830,17830,17649,17468,17286,17105,12354,7603,10136,12670,26751,40832,36026,31220,26414,21608,23744,25880,37908,49936,36966,23995,22044,20094,18144,16193,20119,24046,27972,27972
7,9293,9293,9293,8440,7586,6733,5880,5640,5399,3979,2559,8412,14265,12176,10087,7998,5909,5724,5539,4398,3257,3492,3726,3398,3070,2743,2415,2346,2277,2208,2208
