"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,65233,65233,65233,62673,60113,57553,54993,53407,51821,58910,65999,68766,71533,78120,84706,91293,97880,102158,106435,105886,105336,100664,95992,97842,99693,101544,103394,103394,103394,103394,103394
2,82171,82171,82171,82392,82612,82833,83054,86252,89451,85404,81358,94516,107673,112336,117000,121664,126327,140434,154542,165732,176921,155942,134964,132946,130928,128909,126891,126891,126891,126891,126891
3,16207,16207,16207,16939,17671,18403,19135,18174,17213,17612,18010,18953,19896,19244,18593,17942,17290,19432,21574,21344,21113,19446,17779,17754,17728,17702,17677,17677,17677,17677,17677
4,113429,113429,113429,112350,111270,110191,109112,119248,129385,129543,129701,152766,175831,177828,179825,181822,183819,190180,196541,193094,189647,177088,164528,169735,174942,180150,185357,185357,185357,185357,185357
5,65049,65049,65049,76075,87100,98126,109152,104373,99594,114456,129318,127698,126077,122182,118286,114391,110496,134103,157710,143686,129661,131569,133477,131422,129368,127314,125259,125259,125259,125259,125259
6,398617,398617,398617,405021,411424,417828,424232,488590,552947,517360,481773,650038,818302,828666,839030,849394,859758,954944,1050129,1065352,1080576,1116920,1153264,1163403,1173542,1183682,1193821,1193821,1193821,1193821,1193821
7,14120,14120,14120,12816,11513,10210,8906,9686,10467,11682,12898,12310,11721,14753,17784,20816,23848,21590,19333,19650,19968,20776,21584,21414,21244,21074,20904,20904,20904,20904,20904
