"id","1989","1993","1995","1997","1999","2003","2005","2007","2009","2013","2016"
1,"164798","176654","170149","161186","126449","121072","104105","97665","96712","94975","82244"
2,"42634","45305","45314","46940","40588","38967","41145","33341","30413","26571","32212"
3,"96883","104624","100448","87209","67414","61375","58775","47974","41545","42802","43275"
4,"70781","95305","92007","100471","96213","82624","79870","59050","68779","51997","47238"
5,"59329","72954","71615","63244","55044","47145","45895","38565","37842","38184","42073"
6,"127413","140978","137006","124525","136253","128605","128712","107172","162639","155209","155461"
7,"3622","5782","7032","5489","6087","7908","7798","6227","4390","4464","4124"
