"GRID_NO","LATITUDE","LONGITUDE","ALTITUDE","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
69047,41.85114,-8.82302,51,14.5084931506849,14.4415300546448,14.9534246575342,14.6175342465753,14.6331506849315,14.2964480874317,14.5854794520548,14.0635616438356,15.3150684931507,14.822131147541,15.713698630137,15.4575342465753,14.8375342465753,14.8218579234973,14.8701369863014,15.0408219178082,16.6821917808219,15.0581967213115,16.3961643835616,15.4534246575342,15.0972602739726,14.972131147541,15.2509589041096,15.4695890410959,15.6397260273973,15.3234972677596,15.5082191780822,16.0986301369863,14.8380821917808,14.5262295081967,14.6808219178082,14.6709589041096,15.2005479452055,14.3333333333333,14.827397260274,15.1901369863014,15.0558904109589,14.8969945355191,15.1742465753425
69048,41.89897,-8.62591,131,14.1808219178082,14.0857923497268,14.6369863013699,14.4950684931507,14.7019178082192,14.2877049180328,14.6515068493151,13.9161643835616,15.2539726027397,14.8188524590164,15.8484931506849,15.4427397260274,14.5893150684931,14.6051912568306,14.6005479452055,14.8082191780822,16.0290410958904,14.5754098360656,15.9347945205479,15.0476712328767,14.6797260273973,14.4543715846995,14.6871232876712,14.8868493150685,15.1246575342466,15.0789617486339,15.2186301369863,15.6153424657534,14.7139726027397,14.3989071038251,14.7904109589041,14.9178082191781,15.4709589041096,14.3581967213115,14.7534246575342,15.1391780821918,15.1895890410959,14.9027322404372,15.0515068493151
69049,41.95395,-8.33218,289,13.1224657534247,13.1478142076503,13.8254794520548,13.6367123287671,13.6284931506849,13.2344262295082,13.4257534246575,13.0619178082192,14.387397260274,13.7060109289617,14.8747945205479,14.6112328767123,13.7232876712329,13.5896174863388,13.5484931506849,13.8704109589041,14.901095890411,13.842349726776,15.1057534246575,14.4334246575342,14.0298630136986,13.766393442623,14.1558904109589,14.367397260274,14.7,14.2939890710383,13.9671232876712,14.5830136986301,13.7098630136986,13.5174863387978,14.1728767123288,14.2112328767123,15.1128767123288,13.8092896174863,14.2276712328767,14.7219178082192,14.9030136986301,14.5262295081967,15.1843835616438
67048,41.4625,-8.49031,83,14.2345205479452,14.177868852459,14.8,14.56,14.7194520547945,14.3166666666667,14.6594520547945,14.006301369863,15.2556164383562,14.8103825136612,15.7630136986301,15.4649315068493,14.7906849315068,14.8098360655738,14.8534246575342,14.9805479452055,16.3819178082192,14.6795081967213,15.9841095890411,15.0591780821918,14.9060273972603,14.8114754098361,15.118904109589,15.2654794520548,15.56,15.2166666666667,15.4687671232877,16.0227397260274,15.087397260274,14.7918032786885,14.998904109589,15.0413698630137,15.5452054794521,14.6644808743169,14.9928767123288,15.152602739726,15.1202739726027,14.9106557377049,15.0991780821918
68050,41.78944,-7.97179,825,10.3630136986301,10.3106557377049,11.041095890411,10.8835616438356,10.7597260273973,10.2133879781421,10.78,10.5328767123288,11.5175342465753,11.0180327868852,12.1567123287671,11.9243835616438,10.8895890410959,10.2385245901639,10.1945205479452,10.6967123287671,11.4668493150685,10.5292349726776,11.6868493150685,12.0016438356164,11.4419178082192,10.896174863388,11.3583561643836,11.3947945205479,11.8071232876712,11.0931693989071,11.3920547945205,11.8147945205479,10.7698630136986,10.5532786885246,11.9747945205479,11.8030136986301,12.6339726027397,11.7849726775956,11.801095890411,11.8093150684932,12.2438356164384,11.8549180327869,12.4506849315068
66049,41.29839,-8.13262,229,13.7693150684932,13.8292349726776,14.6019178082192,14.3041095890411,14.34,13.9153005464481,14.2772602739726,13.7630136986301,15.013698630137,14.3166666666667,15.4931506849315,15.2287671232877,14.4827397260274,14.4997267759563,14.3139726027397,14.7849315068493,15.9630136986301,14.3106557377049,15.4095890410959,15.1345205479452,14.647397260274,14.1415300546448,14.6556164383562,14.5257534246575,14.7435616438356,14.9245901639344,15.0890410958904,15.7638356164384,14.9808219178082,14.7898907103825,15.2147945205479,15.2109589041096,15.7619178082192,14.6459016393443,14.8854794520548,15.1301369863014,15.4120547945205,15.1434426229508,15.6638356164384
67054,41.77684,-6.73279,747,12.0460273972603,11.7450819672131,12.4120547945205,12.2164383561644,11.8695890410959,11.4390710382514,12.0624657534247,11.8646575342466,12.5802739726027,11.9002732240437,13.22,12.9128767123288,12.3764383561644,12.4199453551913,11.4693150684932,12.7312328767123,13.6065753424658,12.4606557377049,13.3802739726027,13.013698630137,12.4841095890411,12.5158469945355,12.5397260273973,12.8419178082192,13.1868493150685,12.3568306010929,12.6054794520548,13.1531506849315,12.2246575342466,12.1560109289617,13.1443835616438,12.4501369863014,13.2558904109589,12.4994535519126,12.6145205479452,13.0580821917808,13.2742465753425,13.0887978142077,13.9572602739726
48044,37.14413,-8.41347,21,16.8608219178082,17.355737704918,17.4917808219178,17.3049315068493,17.4723287671233,16.9292349726776,17.7975342465753,17.3687671232877,17.8158904109589,17.9005464480874,18.1739726027397,17.6342465753425,17.3506849315068,17.1043715846995,16.6690410958904,17.5649315068493,18.3027397260274,17.3459016393443,18.2978082191781,17.6408219178082,17.2416438356164,17.5590163934426,18.1013698630137,18.1323287671233,18.3079452054795,17.5792349726776,17.3802739726027,17.8791780821918,17.2961643835616,17.3628415300546,18.0158904109589,18.0884931506849,18.2676712328767,17.5647540983607,17.7424657534247,17.6093150684931,17.9257534246575,17.927868852459,18.3372602739726
62048,40.36929,-8.16248,171,15.1687671232877,15.2363387978142,16.0868493150685,15.5293150684932,15.8071232876712,15.3117486338798,15.906301369863,15.1430136986301,16.3813698630137,15.746174863388,16.9476712328767,16.4298630136986,15.9517808219178,15.9513661202186,15.4660273972603,16.0624657534247,17.4243835616438,15.0300546448087,16.047397260274,15.7054794520548,15.292602739726,14.8360655737705,15.3153424657534,14.7161643835616,15.0315068493151,15.6128415300546,16.0383561643836,16.5323287671233,15.812602739726,15.6360655737705,16.2482191780822,16.0364383561644,16.6495890410959,15.7109289617486,15.8490410958904,16.1024657534247,16.4356164383562,16.2483606557377,16.9358904109589
63051,40.74657,-7.3613,448,13.5430136986301,13.1532786885246,14.0501369863014,13.7219178082192,13.3038356164384,13.1150273224044,13.6495890410959,13.3904109589041,14.4180821917808,13.6073770491803,14.7049315068493,14.3857534246575,13.8764383561644,13.3978142076503,13.2427397260274,14.7583561643836,15.4035616438356,14.4153005464481,15.3320547945205,14.8709589041096,14.3997260273973,14.1508196721311,14.0476712328767,14.3876712328767,14.6884931506849,14.1587431693989,14.4698630136986,15.2493150684931,14.2112328767123,13.8543715846995,15.0334246575342,14.6367123287671,15.3882191780822,14.2877049180328,14.5819178082192,14.8123287671233,15.3980821917808,15.1314207650273,16
63050,40.69461,-7.65022,497,13.3043835616438,13.2666666666667,14.1345205479452,13.4934246575342,13.6383561643836,13.105737704918,13.606301369863,13.0657534246575,13.8649315068493,13.2918032786885,14.4205479452055,14.4117808219178,13.4805479452055,13.4628415300546,13.0172602739726,13.9712328767123,14.7421917808219,13.2893442622951,14.3295890410959,15.2594520547945,14.4627397260274,13.9497267759563,14.5156164383562,14.3854794520548,14.8191780821918,14.4806010928962,14.8942465753425,15.2745205479452,14.6479452054795,14.166393442623,14.9808219178082,14.8471232876712,15.7723287671233,14.6396174863388,14.7912328767123,14.6408219178082,15.287397260274,14.8964480874317,16.1805479452055
49043,37.24443,-8.74371,77,16.5375342465753,17.0142076502732,17.1575342465753,16.9690410958904,17.1304109589041,16.5879781420765,17.4572602739726,17.0260273972603,17.4767123287671,17.55,17.8221917808219,17.281095890411,16.993698630137,16.1756830601093,16.0041095890411,16.5586301369863,17.4580821917808,16.5879781420765,17.6342465753425,16.6558904109589,16.347397260274,16.7549180327869,17.0780821917808,17.1024657534247,17.3043835616438,16.8896174863388,16.8139726027397,17.2630136986301,16.6394520547945,16.6956284153005,17.3841095890411,17.3619178082192,17.5632876712329,16.8601092896175,16.9912328767123,16.8468493150685,17.0035616438356,16.9855191256831,17.5438356164384
