"GRID_NO","LATITUDE","LONGITUDE","ALTITUDE","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
64050,40.9138,-7.71331,749,1131.5,585.7,956,628.3,1027.4,1140.3,1073.2,794.5,905.8,766.4,1014,670.1,666,513.7,767.2,712.4,858.5,1002.8,1072,762.4,908.5,1027,1137.9,1211.6,1107.2,708.7,606.8,1109.5,585.1,796.9,1068.1,1193.8,768.4,763.2,1113.6,1133.3,692.4,1287.2,651.4
48042,37.05959,-8.91672,45,312.6,203.2,197.2,203.9,289.4,162.4,271.6,227.4,423.2,303.7,648.1,255.2,198.7,306.8,397.6,232.8,402.8,745.2,560.3,281,322.8,493.3,445.7,483.6,436.8,267.2,278.7,465.9,272,374.4,257.1,619.9,491.1,319.1,290.1,449.6,379.3,416.2,307
48047,37.24609,-7.60206,63,386,296.2,215.6,257.4,410.1,257.7,347.7,315.6,524.4,347,840.2,306.3,262.6,343.6,369.3,238.5,420.3,820,546.3,269.3,318.5,421.4,508,414.1,473,299.2,263.5,548.6,325.8,423.8,391,657.3,446.3,266.3,355.9,419.5,291.5,403,275.2
49045,37.35614,-8.20453,196,380.3,261.2,232.7,260.8,383.3,258.5,365,336.3,539.6,362.2,826.1,321.2,214.3,367.6,378.5,237.8,423,775.8,540.9,296.6,387.8,446.3,525.4,487.4,472.3,285.6,285.6,510.6,310.2,452.4,383.8,669.3,452.4,299.4,372.5,463.7,321,412.2,273.3
59043,39.36849,-9.29466,30,531.2,244.6,437.9,289.2,417.5,369.9,569.6,418.9,545.7,430.4,591.2,325.3,334.6,289,481.4,355.7,608.8,728,759.6,387.6,458.8,647.1,629.2,694.8,746.3,401.6,397.4,728.1,331.3,487.1,646.9,796.6,630.1,423.8,498.2,734.7,370.5,626,326.7
63046,40.47278,-8.72827,19,953,533.9,774.8,559.9,783.3,933.1,866.6,829.4,818.4,583.7,794.9,577.4,626.9,463.1,720.5,628.5,802.3,953.9,989.4,620.1,717.5,950.1,983.5,1050.4,1022.6,586.3,524,994.6,478.4,676.9,957.1,955.7,746.5,621.7,944.9,1145.4,578.5,1039.1,545.6
58049,39.54522,-7.6276,299,790.7,445.6,637,466,736.6,790.3,803.9,599.7,766.6,626.4,871.3,493.9,404.9,389.7,635.9,534.1,618.6,852,933.6,539.7,551,676.2,712.7,781.4,751,470.6,445.3,811.8,511.6,526.9,630.9,891.6,644.4,495,771.9,754,467.7,807.9,380.8
59049,39.76476,-7.68866,226,858.9,466.9,701,506.3,804.1,859.2,870,663.4,775.3,653.8,908.9,520.8,439.7,414.6,656.6,538.8,640.5,868.1,1016.2,588.1,598.1,776,768.6,883,817.7,510,506.1,848.8,538.2,546.8,706.5,1002.9,690.1,552.6,846.6,884.9,495.1,913.4,439.2
61051,40.30744,-7.23876,496,1045.7,521.9,856.4,612.7,953.5,1090,1034.8,729.4,881.8,758.8,1078.2,593.9,583.8,311.2,468,432.1,616.2,812.8,977.3,622.8,731.2,895.7,837.3,1008.5,955,593.6,573.1,926.7,583.3,624.8,784,1124.1,733.8,680.1,948.1,884,611.8,1173.1,527.4
62052,40.57797,-7.01134,716,1021.4,469.3,763.5,570.3,860.5,1013.9,943.8,645.2,798.8,687.2,1016.5,521.8,509.9,304.4,476.8,432.9,619.8,804,928.5,571.7,696.7,830.7,832.7,955.4,912.5,516.3,494.3,810.3,530.4,550.1,699.9,971.7,657.7,580.8,863.3,841.4,537.6,977.7,446.9
54043,38.44315,-9.10193,196,496.3,244.4,402.5,297.5,454.9,332.2,582.1,371,570.8,390,645.6,336.7,281.8,293.2,444,322.7,525.3,753.1,730.2,344.4,464.1,562.4,517.9,613.2,606.1,339.5,344.3,649.4,308.3,419.2,501.7,742.7,513.1,397.4,450.9,667.4,315.8,515.2,299.7
50045,37.57594,-8.26396,242,402.6,257.7,240.7,270.7,360.4,271,375.2,356.4,531.8,344.8,797.2,303.9,226.7,379.8,389.5,258.7,408.2,753.1,556.4,322.4,416,433.9,498.4,494.2,484.8,293.8,291.9,544.2,319.9,418.4,397.9,683.4,450.6,319.2,395,495.9,328.4,437.4,277.9
52043,37.94411,-8.82499,33,453,232.3,324.1,290.8,396.1,322.5,458.9,340.1,505.1,334.3,687.7,298.6,246.7,300.1,396.7,259.5,479.9,719.4,658.1,325.9,480.6,466.2,463.8,563.6,549,280,309.5,597.1,277.1,393.5,458.7,703.1,541.5,388.4,393,588.4,350.9,420.3,258.1
51049,38.00519,-7.21578,200,424.4,271.1,255.9,292.3,417.5,349.1,412.8,347.1,525.3,280.3,767.6,262,261.6,308.5,378.9,230.9,402.5,707.9,599,291.9,361.7,446.2,474.1,454.2,471.3,322.4,225.7,580.9,412.4,474.7,461.6,782.5,478.5,341.5,427.2,509.7,325.4,554.8,349.1
52046,38.06897,-8.10715,123,475.7,274.1,300.9,326.7,398.6,389.9,461.1,375.4,536.9,309,763.4,325.3,239.1,351.1,400.3,256.2,434,646.9,554.3,315.3,417,496,509.7,529,492.9,346,297.2,578.4,317.4,410.3,453,700.9,514.5,350,452.5,584.8,309.9,490,329.4
55046,38.72753,-8.28958,176,543.5,309.9,429,336.7,516.2,473.5,620,442.8,606.4,412.3,781.3,360.6,267.6,317.6,470.2,376.4,517.3,733.4,736.5,382.5,460.6,591.2,582.3,622.1,593.2,385.8,346.4,638.3,387.3,426.3,526.3,751.2,568,397.1,533.2,683.2,355,542.5,316.1
56046,38.9468,-8.35152,62,557.7,299.7,454.7,347,539.8,487.8,647.8,446.3,591.3,450,727.5,359.3,280.4,325.1,490.5,385.8,531.6,760.3,782.5,421.5,465,608.9,586.4,643.5,613.3,402.9,366.5,660.8,405.8,450,555.3,761.8,561.4,405.8,556.7,709.7,372.3,596.5,324.2
54047,38.56153,-7.94886,233,568.2,352.6,410.5,395.1,515.6,531.7,616.6,467.9,630.7,428.4,828.6,387.6,270.9,339.5,443.2,324,461.2,672.1,570.9,334.1,381.4,653.8,591.3,593.6,519.6,385.4,325.7,628.9,396.7,430.2,491,764.3,592.7,385.8,551.4,661.3,334.7,491.6,309.4
39012,33.06681,-16.34341,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3,307.6,290.3,312.4,365.9,456.2,363.9,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0
68048,41.68079,-8.55779,63,1417.8,890.7,1156.6,897.5,1174.9,1427.3,1138.7,1106,1261.2,852.6,988.1,841.5,972.4,811.9,977.2,1202.5,1109.2,1244.8,1281.4,934.6,1114.9,1479.3,1467.6,1424.4,1282.6,804.1,766.1,1274.2,662.6,927.5,1299.9,1263.4,962.2,868.9,1297.3,1530.9,912.2,1353.3,795.1
68049,41.73555,-8.26502,218,1409.5,877.2,1140.5,875.8,1183.8,1473.1,1173.9,1041.9,1148.6,843.8,987.7,797.4,964.6,820.3,985.6,1182.5,1186.1,1219.5,1322.7,909.5,1102,1439.8,1442.6,1350,1266.6,780.1,780.4,1227.2,668.3,904.4,1296.5,1254.9,944.5,852.5,1247.5,1439.3,864.4,1327.8,778.3
66048,41.24409,-8.42349,128,1198.8,714.7,1037.2,728.3,1064,1272.8,1090.1,918.1,1060.9,745.2,984.4,721.6,817.9,658,870.3,1037.7,1072.7,1157.8,1265.9,835,1018.9,1317.4,1328.4,1384.4,1252.7,768.5,659.8,1179,604.4,890.8,1218,1232.1,913,859.6,1215,1390.3,826.8,1362.2,744.7
65048,41.02557,-8.3573,134,1251.6,729.9,1066.3,735.6,1129.6,1310.6,1106.6,916.5,1047.9,767.4,1031.4,745,780.7,620.1,857.1,944.4,1027.8,1106,1216.3,817,975.4,1244.3,1286.5,1304.2,1215,751.5,650.5,1166.7,613.2,891.5,1213.1,1232.8,881.6,800.6,1203.6,1375.6,811.2,1348.4,743.2
66047,41.20738,-8.63534,49,1181.4,729.8,1007.7,703.9,1019.3,1216.8,1014.7,908.4,1051.4,720.3,937.4,699.4,790.9,699.1,927,1060.5,1064.5,1192.9,1249.4,805.1,1001.8,1329.7,1307.6,1418,1256.3,790.2,638.2,1150.5,585.2,894.9,1180.9,1170.7,877.9,819.6,1184.8,1362.8,860.3,1310.5,755
67052,41.67549,-7.32038,797,950.1,458.2,740.5,479.9,839.5,925.7,843.3,647.8,749.8,597.5,783.1,498.3,567.4,523.8,679.7,637.4,842.7,935.5,959.8,588.8,781.5,930.2,970.1,958.4,861.3,523.3,509.8,859.8,472.2,590.5,854.9,997,632.1,564.8,844.7,821.5,528.1,948.4,513
68052,41.89466,-7.38399,443,987.2,495.8,773,537.1,865.9,1015.9,861.7,679.2,766.6,607.4,790.4,540.6,592.5,581.8,726.1,733.4,929.9,988,1012.8,636.6,837.4,1027.3,1003.3,993.8,872,552.6,589.5,910.4,497.9,608.2,931.6,1011.2,648.6,618.4,951.6,905,567.2,1018.5,574.7
64051,40.96597,-7.42345,646,1112.4,504.2,872.4,558.6,929,1069.3,1023.4,722.2,849.5,710,989.4,584,610,400.2,515.8,557.4,766.4,862.5,908.6,664.7,815.2,945.5,1033.1,1097.1,1033.1,619.9,566,1001.9,556.5,694.2,928,1076.4,721.1,671.5,1001.7,962.1,609.9,1138.3,568.7
66053,41.50709,-6.96476,591,849.1,396.2,644.1,446.6,765.8,788.2,749.9,559.1,689.9,556.9,759.6,469.8,508.9,448.7,626.6,570.9,747.1,902.3,898.1,527.2,697.7,860.5,883.2,898.6,809.3,464.8,436.6,799.1,464.6,553.4,746.2,929,570.9,499,777.8,741.5,491,835.5,465.4
47046,37.03539,-7.85014,5,393.9,298.5,222.3,252.1,438.2,209.5,326.3,299.8,567.7,406.9,836.1,343.2,267.5,387.1,366.6,246.4,446.7,840.6,486.2,275.5,330.1,415.8,552.8,449.1,474.6,288.7,279.9,509.6,316,424.6,376.7,652.3,413.5,264.1,334.8,423.5,315.3,396.6,264.4
49044,37.30215,-8.47904,95,377,237.4,222,246.1,352.6,238.1,326.4,311.1,494.5,350.2,785.9,290.7,206.8,350,357.8,234.3,427.3,759.6,553.5,280.2,345.2,436.2,493.6,463.9,449.6,266.9,283.7,478.2,282.4,391.7,348.4,659.7,431.6,288.3,343.6,453.4,360.6,391.1,283.2
50044,37.52175,-8.53927,123,390.9,234.1,229.1,256.4,357.9,252.6,348.8,318.3,482.5,329.1,775.3,285.9,219.2,349.4,365.1,240.4,424.9,734.9,561.2,295.7,397.1,438.5,489.3,486,471.7,270,283.9,504.4,287.6,404.3,382.1,677,459.8,301.8,368.5,474.4,351.9,405.7,286.7
63049,40.64181,-7.93872,369,1160,613.6,1002.9,656.1,1074.2,1186.7,1119.5,839.6,945.6,801.2,1051.3,709.4,677.3,511.5,794.6,717.4,863.2,1018.8,1154.7,818.1,940.4,1064.6,1198.6,1278.5,1214.7,770.1,670,1201.4,637.6,883.4,1186.6,1292,846.9,792.1,1242.3,1221.7,804.8,1428.5,734.4
58048,39.49263,-7.91118,185,673.2,380.9,533.9,410,599.5,647.6,700.5,533.5,703.5,527.8,776.3,425.9,334,368.9,603.6,493.9,594.4,801.6,884.7,490.4,486.3,661.6,701.7,699.1,703.9,446.5,411.5,774.3,468.2,520.3,631.3,835.5,617.1,475.8,708.4,745.5,419.6,740.7,367.4
61052,40.35814,-6.95128,792,962.3,444.4,716.2,530.9,846.9,965.9,905.6,638.7,798.1,665.3,999.7,501.5,490.1,283.5,428.1,396.3,561,783.6,927.3,541.4,653.6,743.1,774.3,897.2,861.4,497.3,474.6,755.2,519.1,528.9,621.8,924.7,676.2,570.5,822,813.3,523,954.6,420.7
61050,40.25589,-7.52584,436,1159,607.7,959.9,661.3,1035.9,1165.6,1107.2,814,965.1,823.7,1120.2,713.2,640.7,422.8,659.7,533.1,691,899.5,1045.1,683.4,832.6,976.7,919.9,1122.6,1037.8,670.4,647.9,1071.2,634.7,738.4,922.4,1295.2,801.7,796.9,1085.5,1010.2,698.5,1371.5,611
56042,38.76616,-9.4058,76,548.3,268.8,430.8,328.1,454.9,352.3,613,408.5,596.8,374.8,651.1,373.9,332.4,310.2,501.4,360.9,592.3,735.1,752.4,363.4,479.1,679.6,620.1,690.5,749.4,416,436.9,807.4,367.4,539.5,672.8,838.8,579.4,431.2,481.9,696.4,334.6,592.4,344.5
56043,38.79649,-9.20579,58,595.6,307.9,478.1,391.7,524.7,395.7,685.6,481.3,679,455.2,737.8,462.2,376,354.6,554.6,406.6,616.2,821.9,795.8,399.7,530.4,684.2,638.1,711.4,755.7,419.6,433.3,842.9,378.7,565.7,673.5,904.9,610.6,477.8,545.3,766.8,369.8,655.4,377.7
53046,38.28861,-8.1674,133,496.7,285,362.2,307.2,456.4,416.6,546.5,402.3,560.3,346.1,765.8,331.9,245.7,336.3,419.6,289.6,462.2,715.5,694.9,328.2,472.5,543.1,518.6,576.5,514.5,336.8,304,604.6,363.1,414.5,468.9,717.2,538.3,373.4,489.7,620.2,304.8,503.3,316.3
55051,38.98739,-6.88476,209,556,300.4,341,285.5,479.3,500.5,457.1,376.7,543.8,409.5,663.6,300.4,278.3,351.4,432.8,356,422.3,671.3,603.5,326.1,357.2,468.3,483.5,496,506.5,386.7,247.7,472.4,334,395.4,421.4,699,453.9,333.4,500.1,470.6,341.1,479.1,251.2
56051,39.20767,-6.94238,271,584.8,324.7,394.6,293.9,489.5,508.6,490,404.8,577.9,428.7,689.9,320.6,296.4,363.5,459.1,412.6,473.4,717.7,717.6,378.1,380.9,495.1,550.2,556.1,569.3,415.4,290.1,542.5,398.6,416.9,445,697.1,505.8,366.1,550.4,505.9,353.8,547.7,271
57049,39.32556,-7.56712,301,663.9,401.1,503.2,394.5,606.4,591.3,641.1,507.5,695.1,542.7,781.1,415.2,323,404.2,586.2,543.5,601.3,816.8,796.4,461,500.9,590.1,692.7,688.9,667.6,460.5,390.8,811,481.8,494.9,588.7,841.4,622.5,442.6,702.7,643.9,454.8,757.7,341.3
53048,38.39419,-7.60999,198,478.5,295,312.6,287.4,425,429.4,481.2,394.2,538.5,320.9,781.4,307.7,220.7,326,403.2,258.7,432.7,646.6,572.4,303.9,392.6,550.9,531.3,510.2,485.6,367.3,264.8,557.1,355.9,424.9,433.1,711.7,481.3,345.4,472.3,580.3,337.5,484.4,296.1
70049,42.17224,-8.4,99,1666.2,1122.2,1346.3,1092.5,1293,1649.2,1286.7,1166.8,1268.5,1000.9,1022.1,967.5,1122.9,971.3,1145.8,1376.2,1404,1354.9,1420.8,1031.8,1217.5,1667.6,1638.8,1496.4,1372.5,901.3,918.5,1425.3,784.3,1070.4,1403.1,1316.2,1040.4,980.5,1333.1,1635,1031.8,1448.5,901.2
67047,41.42004,-8.70265,31,1304.4,801.8,1072.1,807.2,1101.2,1324.2,1072.8,997.9,1173.8,777.4,983.5,753.8,875.8,715.4,945.3,1111.9,1067.4,1211.7,1262.9,861,1042.9,1393.8,1355.7,1401.3,1247.1,788.7,695.1,1227.1,620.7,930.2,1253.6,1209.5,918.9,866,1280.3,1474.9,879.6,1328.9,766.7
64047,40.74899,-8.57127,6,1102.5,654.1,974,662.1,976.7,1122.6,982.8,834.7,971.5,695.3,953,691.8,736.5,524.1,781.6,738.9,912.2,1012.2,1091,730.2,865.5,1104.9,1098.4,1189.1,1149.7,676.9,579.3,1082.2,545.9,784.7,1073.7,1093,823.4,733.9,1133,1322.7,713.9,1232.1,666.5
68051,41.84248,-7.67811,894,1188.1,692.4,951.4,693.1,1012.7,1268,1028,839.2,941.1,723.9,882.1,653.1,733,691.8,875.3,935.1,1030.1,1085.5,1121.7,746.9,945.9,1201.7,1160.8,1148.2,1021.6,659.4,681.2,978.3,547.9,690.4,1069.5,1100.1,745.1,656.7,1006.1,1081,652.4,1105.5,628
65050,41.13288,-7.777,369,1178,597.9,982.6,632.6,1047.6,1221.1,1122.9,829.4,951.9,759.9,1010.6,669.4,718,549.4,781.8,801.8,921.9,1020.6,1112.3,764,920.6,1117.2,1195,1205.5,1111,707.2,601.9,1122,589.6,779.7,1094.9,1207.4,770.9,744.9,1070.1,1132.1,632,1249.8,651.5
66054,41.55713,-6.67173,615,721.6,326.3,497.6,405,602.4,681.2,588,462.5,599.2,517.2,677.3,395.9,394.2,384.7,534.6,470,622.1,793.9,784.6,449.2,596.4,711.5,746.1,760.2,673.3,414.3,355.7,678.6,429.1,465.1,598.7,831.3,500.4,411.8,669.1,578.4,464.3,698.2,414.9
66055,41.60631,-6.37829,765,617,285.5,391.7,351.6,503.5,574.7,508.6,374,498.7,438.6,599.6,339.9,312,359.6,502.1,411.1,546.6,725,718.1,389.4,477.9,630.3,630.5,669,612.4,348.3,322,628.4,424.7,417.9,500.2,741.7,455.8,403.3,581.1,521.6,436.3,620.4,353.9
68054,41.99644,-6.79444,916,751.4,380.6,560.5,435.4,670.5,715,666.1,497.5,614.5,516,701.7,430.6,387.7,461.5,665.1,544.3,740.5,864.9,837.3,494.3,650.9,828.5,801.5,817.8,683.2,440.8,408.5,741.7,461.8,499.1,679.8,860,514.6,459.4,728.1,596,528.7,770.7,484.9
60044,39.66527,-9.03981,82,706.4,332.6,459.6,354.7,497.9,584.1,625.5,530.9,583,464.2,673.9,412.1,373.2,321.5,544,380.4,598.4,782.8,690.3,392.7,426.6,765.2,715.3,793.4,802,466.8,435.7,791,376.1,536.6,754.5,839.3,651.3,463.4,614.5,809.9,396.7,715.5,384.1
59046,39.60391,-8.54084,125,707,330.2,487.8,376.4,527.1,632.9,666.3,530.9,604.1,483.4,706.8,415.1,374.7,318.2,567.1,394.7,599.6,785.7,862.7,446.4,452.7,744.3,706.6,768.7,753.8,460.2,430.6,767.5,390.4,505.6,717.4,864.4,645,464.3,647.7,841.3,401.4,741.8,382.7
59048,39.71197,-7.97312,298,831.9,444.6,671.4,498.6,757.2,843.1,875.9,656.5,750.1,637.8,904.2,518.3,440.5,399.7,654.7,529.2,661.4,819.1,973.5,570.9,586.4,784.6,771.4,873.7,808.9,521.8,501.2,832.7,515.1,538.2,746.6,959.4,685.4,527.4,832.6,892.3,489.2,885.8,437.4
59050,39.81673,-7.40379,331,843.9,456.8,689.4,476.5,797.3,817.3,844.7,610.4,783,638.3,898.2,510.3,430.4,412.8,620.1,542.6,618.9,849.5,1018.6,587.3,599.2,786.8,765.2,878.4,808,487.1,485.3,866.3,533.7,560,665.5,1022.8,664.8,551.2,811,847,481.3,845.6,418.3
63052,40.79769,-7.07196,529,1017.5,465.8,796.6,523.6,859.5,973.3,928.8,682.1,805,669.5,944.2,529.6,530.4,337.2,478.1,467.5,667.8,793.2,813.1,572.4,722.2,856.5,885.9,990.7,936,530.1,517.3,833.3,524.2,557.9,757.5,951.5,656.2,582.4,907,827.5,538,1007.8,488
55044,38.62276,-8.84895,21,521.6,265.3,424.7,332.5,501.1,387.7,635.6,420.6,592.2,397.9,716.9,380.8,282,297.6,447.4,355.6,521.5,761.9,755.2,362.4,486.4,598.3,532.9,636.1,595,368.1,358.1,666.9,337.2,456.3,530.2,798,526.2,399.9,494.9,677.2,336.4,541.6,314.5
52044,37.96057,-8.66138,120,456.6,239.1,325.4,305,408.5,344.1,471.1,358.2,513.3,333.4,702.5,310.7,245.1,314.9,391.3,262.3,460.7,718.1,657.5,309.7,461.1,480.9,493.4,536.1,528.2,282.9,297.7,577.9,279.9,402.4,453.6,686.9,511.9,365.9,401.7,582.1,341.1,422,264.5
51050,38.05557,-6.93784,306,438.7,268.3,227.9,267.6,389.7,361.2,356.2,333.7,503.6,295.7,750.3,230.5,278.1,298.7,368.7,222.2,406.3,696.3,599.3,289.6,345.7,457.1,479.8,440,479,357.2,213.3,585.2,463.2,556.2,481.5,845.1,480.1,323.4,458.4,498,347.7,592.9,372.8
52048,38.17416,-7.55141,140,455.1,276.1,294.9,291.9,400.3,397,464.8,388.5,546.8,294.1,789.5,299.5,213.5,348.5,403.4,248,417.6,643.9,543.4,304.5,375.3,504.9,498.2,486.4,469.1,340.1,249.1,572.1,370.9,445.6,460.1,733.8,497.7,362.7,457.8,533.7,318,530.9,329
57045,39.11112,-8.69555,26,540.3,268.4,440.1,319.7,479.5,444.1,637.8,439.9,582.8,430.3,688.6,345.4,296.2,300.9,487.5,380.6,562.7,757.9,795.9,397.5,489.8,659.3,608.4,686.1,684,416,394.6,685.2,373.4,466.3,627.5,802,587.6,422.2,555,764.7,373.5,635,349.9
57046,39.16596,-8.41404,112,562.2,303.6,474.1,350.9,534.6,501.1,656.3,459.7,614.2,459.7,745.5,357.4,292.8,317.5,531.7,426.9,559.2,770.7,810.7,434.7,479.6,659.6,623.6,690,683.1,436.5,376.5,680,397.3,474.4,623.8,787.2,626,459.1,595.3,732,390.1,666.6,350.4
39010,32.77118,-16.84368,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,352.7,339.5,317.7,435.8,407.4,349.8,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0
69050,42.00807,-8.03799,686,1436.8,956.1,1161.9,903.3,1160.4,1520.7,1150.5,1003.8,1119.5,870,954.1,800.3,966.3,863.7,999.5,1155.7,1220.1,1223.1,1271.4,908.9,1114.3,1473.3,1404.8,1298.5,1175.7,781.3,817.7,1195.9,636.3,892.1,1231.2,1219.8,909.1,812.2,1193,1376.1,826.4,1246.2,764.1
66052,41.4562,-7.25737,304,906.4,433.4,711.3,465.6,816.6,867.1,832.4,620,738.6,630.5,773.4,492.6,559.1,468.6,627.3,608.1,786.5,923.9,954.3,573.4,746.6,915,993.8,982.9,880,538.9,487.2,868.7,476.8,597.2,833.5,987.7,615.2,537,846.1,793.8,518.3,933.1,497.3
64054,41.1174,-6.55138,733,661.3,257.4,403,336.4,454.8,513,470.2,381.9,508.8,439.8,583.3,321.5,314,339.1,469.3,421,581.1,747.9,736.1,425.5,536.6,630.1,684.9,698.3,680,362.5,359.5,640.6,412.3,376.7,516.7,661.8,475.5,389.7,612.8,587,374.7,648,336.8
65053,41.28749,-6.90333,377,771.7,331.2,567.8,396.1,656.2,703.8,641.3,493.3,642.4,533.9,675.6,386.3,447.8,377.8,546.3,478.5,647.1,823.9,840.5,481,610.5,748.6,789.6,778.9,738.3,400.7,396.1,701.7,432.8,469.3,614.7,781.6,523.9,434.6,692,639.4,417.9,745.7,399.3
65054,41.33732,-6.61127,713,700.8,305.1,480.6,363.8,583.8,645.2,575.9,441.7,565.2,490.6,657,358.7,377.3,363.6,500.4,443.4,601.3,773.8,762,437.6,564.4,659.3,703.1,728.4,684.3,385,368.7,640.6,414,414,550.3,731.1,485.9,415.6,637.3,595.2,415.4,660.1,378.1
68055,42.04604,-6.49902,905,716.8,374.4,522.4,408.5,612.7,668.7,612,483.4,604.7,490.9,666.9,418.1,372,437.2,606.4,511,688.4,799.7,786.9,459.7,575.5,737,728.3,749.3,661.7,426.8,371,692.8,478,487.6,610.1,794.2,483.1,429.8,697.7,582.4,515.8,714.1,452.8
48046,37.18922,-7.87157,162,389.6,290.5,221,262,427,242,351.7,318.7,549.6,392.1,845.2,333.1,255.2,375.4,388.1,239.2,442.1,829.3,507.9,279.9,326.4,423.9,543.3,443,470.3,293.5,281,515.9,318.1,420.4,377.1,658.5,436.7,266.9,354.8,423.9,317.7,398.7,277.3
50043,37.46551,-8.74132,60,372.6,230.5,223.3,246.7,349.8,250.1,322.5,294.6,453,330.6,725.2,283.3,212.4,327.4,370.5,231.3,448.6,746.8,566.9,282.1,367.6,448.5,465.4,468.5,473.7,251,295.2,480.2,266.2,378.7,353.4,649,452.2,291.8,345.8,476,364.9,384.7,276.3
61046,40.04138,-8.67003,31,850.2,465.3,669.7,505.9,696.3,814.8,842,665.1,749.7,577.5,777.5,537.6,524,417.4,673.9,538.3,699.1,856.3,807.8,468.8,497.6,867.2,857.8,905.4,898.7,557.5,488.1,924.4,470.5,610.4,876.3,914,673.9,548.4,811.3,1029.5,512.4,979.1,472.8
62046,40.25648,-8.7264,43,885,491,703.5,532.1,735.7,868.4,859.1,706,799.3,578.1,806.8,557.8,554.5,435.9,685.7,548.1,723,863.7,800.6,540.4,601.7,871.7,901.6,952.2,945.7,567.3,502.2,932.3,468.9,629.3,895.3,926.1,679.4,580.1,866.6,1071.5,536.9,995.4,496.6
58050,39.59698,-7.34363,243,750.1,425.9,598.2,411.2,711.6,719,734.1,536.6,729.6,596.4,858.2,466.3,383.8,400.7,566.4,518.3,605.2,825.6,910.4,523.3,538.7,675.6,689,773.5,743.8,466.6,423.4,775.8,506.1,508.8,581.1,877.9,635.1,479.4,743.4,679.1,447.9,774.7,364.8
58051,39.64791,-7.05926,238,730.1,396.4,558.4,394.7,649.7,684.5,687.9,512.2,697.7,554.4,803.4,432.6,379.5,382.2,518.6,478.7,564.4,783.1,860.3,487.9,505.6,635.8,662.8,713.1,706.7,439.9,387.2,695.8,490.1,492.7,532.7,829.7,611.2,492.6,667.2,665.2,416.6,694.7,345.3
59052,39.91816,-6.83288,307,762.5,387.5,589.8,424,671.7,724.6,746.2,517.7,736.7,557.1,828.5,424.2,411.4,384.6,477.7,455.2,543.9,792.1,886.1,508.1,523.1,638.8,662.6,736.3,721.3,445.4,382.7,671.7,467.3,488.7,520,815,621.3,471.9,692.7,686.8,406,748.7,348.6
60052,40.13821,-6.8918,382,855.3,403.6,641.6,445.9,731.9,808.2,788.8,543.7,738.8,575.2,913.8,465.6,461.9,383.4,450.8,436.8,568,789.7,894.3,527.6,584.7,702.7,676.5,789.8,781.4,469.1,438.2,719.6,492.3,513.9,564.7,890.6,650.9,530.6,758.5,761.7,450.5,843.2,387.4
58046,39.38499,-8.47714,37,660.4,352.8,535.6,401.5,576.4,591.2,711.4,533.2,648,503.4,751.5,418.6,342.2,336.2,594,453.5,617.7,812.5,859.7,462.3,509,710.3,688.2,723.6,724.9,448.9,420.4,714.2,418.4,491.2,670.5,809.9,634.9,456.9,632.1,823.3,408.4,734,363
62051,40.52706,-7.29974,700,1155.3,566.4,952.8,615.1,1033.9,1113.6,1071.4,780,906.2,809.1,1091,659.9,628.2,354.7,509.1,498.1,700.7,849.3,1017.6,663.9,831.4,956.9,937.4,1106,1053.3,643.1,625.9,1016.8,601.6,717.2,914.6,1205.3,779.8,715.7,1054.9,973.4,657.4,1308.2,602.9
63053,40.84796,-6.78222,667,932.1,410.1,696.5,485.6,760.5,890.5,812.9,590.9,743.7,644,870,463.9,481.2,299.1,456.5,429.1,608.8,760.4,756.5,515.4,650,735.2,807.9,884.5,842,433.6,435.7,725.3,465.6,476.8,616.5,776.9,578.2,505,765.5,724.4,453.8,826.2,392.1
54046,38.50813,-8.22821,179,506.4,285.5,385.2,318.3,472,425.7,567.7,410.4,565.8,364.8,760.5,337.5,250.8,317.3,426.5,303.4,471.5,720.9,707.8,338,443.8,578.4,546.8,586.2,530.4,365.4,309,622.7,350.8,421.7,470.3,722.9,518,368.6,493.9,639.2,331,492.9,317.2
50047,37.68193,-7.71225,181,401.4,285.9,260.5,295,411.7,325.4,402.8,375.9,534.9,331.6,822.9,302.9,254.4,346.7,390.7,260.9,406.2,749.4,564.5,305,377.6,444.8,495.6,455.6,477.2,305.6,283.4,574.4,339.8,460.5,427.8,681.5,475.9,331.3,395.8,496,303,486.5,302.6
37010,32.49821,-16.50389,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,294.2,291.6,268.5,355.8,359.2,300.5,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
