"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"661","679","608","608","620","620","607","650","667","682","712","775","793","793","801","813","813","816","820","840","870","910","1018","1018","1018","1028","1137","1138","1142","1141","1143"
2,"939","967","866","866","878","1393","1907","2031","2154","2265","2375","2407","2439","2407","2375","2343","2311","2280","2248","2216","2184","2152","2119","2119","2124","2167","2253","2267","2304","2304","2114"
3,"15","16","14","14","14","14","9","8","7","7","7","7","7","7","10","15","20","25","25","30","40","45","50","50","50","61","61","61","61","66","65"
4,"1385","1422","1274","1274","1300","1300","1430","1466","1552","1700","1848","2068","2289","2289","2280","2270","2240","2240","2240","2235","2235","2230","2230","2230","2230","2291","2371","2375","2575","2651","2703"
5,"222","219","196","196","220","220","92","92","93","93","90","90","64","62","61","62","69","66","66","64","64","64","70","70","70","70","70","70","70","70","70"
6,"36","40","36","36","30","30","26","26","24","24","24","26","41","43","41","41","41","37","37","40","45","54","58","58","58","58","58","60","60","46","46"
7,"7","7","6","6","8","8","6","3","3","3","3","0","3","3","3","3","3","3","3","3","4","4","5","5","5","5","5","8","8","8","9"
