"Muni_ID","ID","Muni","1989","1999","2009"
1601,"1111601","Arcos de Valdevez","2717","1309","646"
1602,"1111602","Caminha","705","279","217"
1603,"1111603","Melgaço","767","238","126"
1604,"1111604","Monção","2767","791","546"
1605,"1111605","Paredes de Coura","866","505","252"
1606,"1111606","Ponte da Barca","1608","558","290"
1607,"1111607","Ponte de Lima","4956","2551","1752"
1608,"1111608","Valença","952","608","434"
1609,"1111609","Viana do Castelo","2669","1584","1055"
1610,"1111610","Vila Nova de Cerveira","843","253","160"
301,"1120301","Amares","1302","722","482"
302,"1120302","Barcelos","3704","1257","972"
303,"1120303","Braga","2571","1972","1218"
306,"1120306","Esposende","1010","480","301"
310,"1120310","Terras de Bouro","915","432","271"
313,"1120313","Vila Verde","3918","1986","1296"
307,"1130307","Fafe","2512","1572","856"
308,"1130308","Guimarães","3560","2104","1249"
309,"1130309","Póvoa de Lanhoso","2060","1052","535"
1314,"1131314","Santo Tirso","1311","698","496"
1318,"1131318","Trofa","0","161","176"
311,"1130311","Vieira do Minho","1599","629","340"
312,"1130312","Vila Nova de Famalicão","1898","1204","777"
314,"1130314","Vizela","0","208","173"
107,"1140107","Espinho","38","27","24"
1304,"1141304","Gondomar","808","437","339"
1306,"1141306","Maia","540","184","206"
1308,"1141308","Matosinhos","345","106","86"
1312,"1141312","Porto","0","0","6"
1313,"1141313","Póvoa de Varzim","388","124","108"
1315,"1141315","Valongo","370","167","258"
1316,"1141316","Vila do Conde","752","193","203"
1317,"1141317","Vila Nova de Gaia","792","459","331"
1301,"1151301","Amarante","2427","1847","1330"
1302,"1151302","Baião","1400","873","524"
304,"1150304","Cabeceiras de Basto","1812","908","551"
106,"1150106","Castelo de Paiva","682","424","367"
305,"1150305","Celorico de Basto","1713","1188","929"
1804,"1151804","Cinfães","1838","929","651"
1303,"1151303","Felgueiras","1509","1498","867"
1305,"1151305","Lousada","1076","875","651"
1307,"1151307","Marco de Canaveses","1907","1189","752"
1705,"1151705","Mondim de Basto","1306","642","408"
1309,"1151309","Paços de Ferreira","682","454","284"
1310,"1151310","Paredes","1651","833","698"
1311,"1151311","Penafiel","2179","1323","1225"
1813,"1151813","Resende","646","227","256"
1709,"1151709","Ribeira de Pena","1121","945","422"
104,"1160104","Arouca","1777","929","589"
113,"1160113","Oliveira de Azeméis","984","518","300"
109,"1160109","Santa Maria da Feira","1241","763","527"
116,"1160116","São João da Madeira","26","0","0"
119,"1160119","Vale de Cambra","1254","708","379"
1701,"1171701","Alijó","146","88","34"
1801,"1171801","Armamar","84","30","6"
403,"1170403","Carrazeda de Ansiães","91","89","30"
404,"1170404","Freixo de Espada à Cinta","1","2","4"
1805,"1171805","Lamego","320","77","38"
1704,"1171704","Mesão Frio","7","2","0"
1807,"1171807","Moimenta da Beira","748","324","118"
1812,"1171812","Penedono","237","80","29"
1708,"1171708","Peso da Régua","26","16","4"
1710,"1171710","Sabrosa","148","95","60"
1711,"1171711","Santa Marta de Penaguião","38","37","2"
1815,"1171815","São João da Pesqueira","94","52","29"
1818,"1171818","Sernancelhe","473","215","103"
1819,"1171819","Tabuaço","84","32","32"
1820,"1171820","Tarouca","256","95","45"
409,"1170409","Torre de Moncorvo","53","50","22"
410,"1170410","Vila Flor","25","13","9"
914,"1170914","Vila Nova de Foz Côa","13","6","5"
1714,"1171714","Vila Real","1468","776","352"
401,"1180401","Alfândega da Fé","6","1","2"
1702,"1181702","Boticas","1088","1018","801"
402,"1180402","Bragança","9","75","71"
1703,"1181703","Chaves","1997","1842","1428"
405,"1180405","Macedo de Cavaleiros","18","55","59"
406,"1180406","Miranda do Douro","0","12","21"
407,"1180407","Mirandela","82","106","33"
408,"1180408","Mogadouro","2","66","32"
1706,"1181706","Montalegre","1714","1744","1234"
1707,"1181707","Murça","137","79","34"
1712,"1181712","Valpaços","813","560","256"
1713,"1181713","Vila Pouca de Aguiar","1137","952","546"
411,"1180411","Vimioso","1","0","2"
412,"1180412","Vinhais","119","339","217"
101,"1610101","Águeda","1547","1333","669"
102,"1610102","Albergaria-a-Velha","1091","784","753"
103,"1610103","Anadia","1045","859","400"
105,"1610105","Aveiro","1141","894","818"
108,"1610108","Estarreja","1554","730","543"
110,"1610110","Ílhavo","371","298","332"
111,"1610111","Mealhada","611","433","241"
112,"1610112","Murtosa","372","258","259"
114,"1610114","Oliveira do Bairro","849","530","341"
115,"1610115","Ovar","974","343","279"
117,"1610117","Sever do Vouga","406","413","263"
118,"1610118","Vagos","1187","851","582"
602,"1620602","Cantanhede","2439","1614","714"
603,"1620603","Coimbra","1731","2525","2019"
604,"1620604","Condeixa-a-Nova","934","476","265"
605,"1620605","Figueira da Foz","2029","1230","779"
608,"1620608","Mira","772","455","170"
610,"1620610","Montemor-o-Velho","3034","3219","2920"
613,"1620613","Penacova","594","326","152"
615,"1620615","Soure","1883","1736","1228"
1004,"1631004","Batalha","265","175","97"
1009,"1631009","Leiria","2396","2268","1078"
1010,"1631010","Marinha Grande","125","99","44"
1015,"1631015","Pombal","2609","2083","921"
1016,"1631016","Porto de Mós","281","121","47"
1002,"1641002","Alvaiázere","383","125","30"
1003,"1641003","Ansião","503","251","104"
601,"1640601","Arganil","709","336","169"
1007,"1641007","Castanheira de Pêra","10","6","4"
1008,"1641008","Figueiró dos Vinhos","302","92","32"
606,"1640606","Góis","166","66","24"
607,"1640607","Lousã","288","121","48"
609,"1640609","Miranda do Corvo","404","128","43"
611,"1640611","Oliveira do Hospital","1102","603","188"
612,"1640612","Pampilhosa da Serra","220","58","15"
1013,"1641013","Pedrógão Grande","471","127","42"
614,"1640614","Penela","362","112","38"
616,"1640616","Tábua","1361","475","185"
617,"1640617","Vila Nova de Poiares","220","114","35"
901,"1650901","Aguiar da Beira","1062","711","402"
1802,"1651802","Carregal do Sal","920","390","113"
1803,"1651803","Castro Daire","1610","1012","570"
1806,"1651806","Mangualde","2646","773","394"
1808,"1651808","Mortágua","342","328","208"
1809,"1651809","Nelas","934","244","97"
1810,"1651810","Oliveira de Frades","1548","781","549"
1811,"1651811","Penalva do Castelo","1459","635","348"
1814,"1651814","Santa Comba Dão","624","296","109"
1816,"1651816","São Pedro do Sul","1736","1192","848"
1817,"1651817","Sátão","1792","845","515"
1821,"1651821","Tondela","1836","1300","589"
1822,"1651822","Vila Nova de Paiva","513","440","224"
1823,"1651823","Viseu","3662","1626","926"
1824,"1651824","Vouzela","1415","740","524"
1413,"1661413","Mação","383","114","20"
506,"1660506","Oleiros","349","197","83"
508,"1660508","Proença-a-Nova","603","233","67"
509,"1660509","Sertã","1356","402","181"
510,"1660510","Vila de Rei","120","42","13"
905,"1670905","Fornos de Algodres","515","582","472"
906,"1670906","Gouveia","420","235","100"
912,"1670912","Seia","1566","668","173"
902,"1680902","Almeida","112","48","12"
903,"1680903","Celorico da Beira","701","340","96"
904,"1680904","Figueira de Castelo Rodrigo","58","60","8"
907,"1680907","Guarda","1611","560","220"
908,"1680908","Manteigas","75","38","1"
909,"1680909","Mêda","210","251","89"
910,"1680910","Pinhel","176","324","163"
911,"1680911","Sabugal","616","410","162"
913,"1680913","Trancoso","283","395","240"
502,"1690502","Castelo Branco","1752","987","168"
505,"1690505","Idanha-a-Nova","703","2838","549"
507,"1690507","Penamacor","1031","808","200"
511,"1690511","Vila Velha de Ródão","92","58","18"
501,"16A0501","Belmonte","433","309","149"
503,"16A0503","Covilhã","1114","843","274"
504,"16A0504","Fundão","2984","1914","633"
1001,"16B1001","Alcobaça","465","277","224"
1101,"16B1101","Alenquer","115","805","101"
1102,"16B1102","Arruda dos Vinhos","39","61","23"
1005,"16B1005","Bombarral","38","26","17"
1104,"16B1104","Cadaval","81","52","10"
1006,"16B1006","Caldas da Rainha","441","201","125"
1108,"16B1108","Lourinhã","671","316","210"
1011,"16B1011","Nazaré","143","40","28"
1012,"16B1012","Óbidos","376","181","47"
1014,"16B1014","Peniche","324","224","111"
1112,"16B1112","Sobral de Monte Agraço","89","202","52"
