"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"75","85","92","97","100","105","90","116","123","129","139","148","211","211","210","213","213","213","213","204","204","204","210","210","210","210","213","213","214","194","192"
2,"496","562","611","644","661","694","661","701","713","717","724","740","1343","1329","1314","1300","1286","1271","1257","1243","1229","1214","1200","1200","1200","1210","1238","1251","1262","1264","1151"
3,"186","211","230","242","248","261","256","256","260","266","266","266","406","327","300","300","285","275","250","240","220","210","200","203","203","203","200","200","182","200","200"
4,"27","31","33","35","36","38","50","24","18","16","16","16","91","93","93","93","93","93","93","94","94","95","95","97","97","93","93","93","204","204","259"
5,"318","361","392","414","424","445","436","438","420","420","466","451","559","566","550","534","517","501","485","469","452","436","410","410","410","410","410","410","470","470","470"
6,"336","380","414","436","447","470","461","461","467","485","443","442","376","391","397","399","385","403","423","433","438","442","446","446","446","592","639","650","809","855","1137"
7,"62","70","78","82","84","87","86","85","85","85","80","80","76","76","76","76","81","71","71","75","85","100","116","116","116","116","116","116","116","116","116"
