"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"163","198","201","202","130","135","140","184","284","332","363","398","444","444","444","454","454","483","512","542","571","600","735","735","735","738","818","828","902","939","942"
2,"12166","12149","12342","12360","13480","15333","17185","18637","20088","21035","21982","23161","24339","24871","25402","25933","26464","26995","27527","28058","28589","29120","29651","29651","29681","29848","30102","30275","30444","30500","31446"
3,"175","186","189","189","193","175","185","230","252","261","261","270","556","556","556","556","556","556","556","556","553","553","553","553","555","555","575","575","575","575","590"
4,"1634","1694","1721","1711","1746","1820","1997","2077","2134","2184","2208","2223","2882","2882","2882","2882","2882","2750","2700","2629","2650","2700","2890","2916","2916","2916","2916","2916","2916","2949","3035"
5,"19","21","21","21","21","20","21","21","15","15","5","5","28","29","33","37","41","45","49","53","57","61","65","65","65","65","65","65","65","65","65"
6,"386","544","553","553","200","200","201","201","210","210","226","211","548","557","557","557","533","533","533","533","533","533","521","521","521","518","518","518","518","520","518"
7,"30","32","34","34","30","30","31","27","27","27","27","28","28","28","28","28","5","5","5","5","6","6","16","16","16","16","16","16","16","16","16"
