"id","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017"
1,2475,1609,3029,1621,4130,1622,2622,1529,1221,2992,985,840,7988,397,1364,1238,1117,2425,1333,2878,537,3652,2763,3174,1483,2465,3037,1563,2211,710,3192
2,1145,492,1038,610,1809,429,1062,687,1152,1033,1240,788,1126,581,1113,982,1012,1071,773,1447,821,1286,883,1435,1131,819,1203,1176,1261,1048,1299
3,2217,285,3079,977,4387,651,1651,2552,2127,3548,1842,1613,2212,417,478,845,1042,1879,1640,2182,292,1981,2447,1269,1897,1114,2233,585,2408,671,2740
4,721,396,882,444,940,402,742,792,1182,851,1107,767,772,600,597,688,654,944,642,1109,460,894,888,940,839,608,850,572,808,471,807
5,669,220,743,485,1265,655,368,376,1087,533,775,517,1075,207,431,400,359,875,712,1134,440,584,2068,1078,1094,943,1525,541,1333,0,0
6,635,380,718,613,842,397,450,511,585,509,642,522,450,451,470,456,593,668,392,746,605,859,1260,1400,1914,1714,2509,1787,2947,0,0
7,1607,260,2403,473,2861,578,2320,901,1334,817,1494,638,1350,473,901,358,531,996,292,839,745,585,856,615,1254,360,677,246,677,268,0
