"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,94408,94408,94408,71955,49502,27048,4595,4926,5257,4856,4455,28734,53012,40478,27945,15412,2878,23751,44624,23870,3117,25454,47792,44180,40569,36958,33346,31789,30231,28674,28674
2,21677,21677,21677,16664,11652,6640,1627,2040,2452,2521,2590,6162,9735,8369,7002,5636,4270,6564,8857,7090,5323,6781,8239,7622,7006,6390,5773,5141,4509,3877,3877
3,27470,27470,27470,21000,14531,8062,1592,1795,1998,2433,2868,9706,16545,13074,9602,6130,2659,7629,12599,7512,2425,7278,12131,11946,11762,11578,11393,10732,10070,9409,9409
4,30300,30300,30300,25475,20650,15824,10999,10144,9289,11412,13536,22839,32142,28614,25085,21556,18028,19486,20944,17156,13368,15526,17684,16457,15230,14002,12775,10116,7458,4799,4799
5,28763,28763,28763,23086,17408,11731,6054,6090,6125,6118,6111,8294,10478,11334,12190,13045,13901,12184,10466,10330,10195,10354,10512,11374,12236,13099,13961,15415,16869,18323,18323
6,49199,49199,49199,42276,35352,28428,21505,19136,16766,16888,17009,23592,30176,31836,33496,35155,36815,35912,35010,30179,25348,28939,32530,32095,31660,31226,30791,32364,33938,35511,35511
7,2007,2007,2007,1709,1410,1112,814,828,843,688,533,677,821,1110,1400,1689,1978,1873,1768,1728,1688,1460,1233,1090,946,802,659,682,704,727,727
