"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"886","612","605","535","887","657","950","636","636","599","587","573","481","478","409","387","338","319","307","279","230","222","276","279","263","262","261","248","237","212","198"
2,"2923","2677","2649","2340","1831","1384","1390","1086","1145","1193","1235","1204","4855","4763","4443","4477","4371","4307","4286","4535","4504","4498","4203","4203","4068","3973","3944","3443","3169","3183","2544"
3,"7802","8210","8935","6767","2928","2201","4000","2825","2105","1889","1935","1550","3651","3651","2911","3092","2788","2691","2400","2640","2598","2598","1690","1656","1647","1626","1751","1454","1496","1703","1858"
4,"15136","11425","13565","10273","11802","9278","3997","3162","3608","3438","3188","1726","5959","5071","4684","4451","3926","3574","2870","2705","2647","2681","2995","2995","2885","2775","3210","3080","2626","2783","2872"
5,"6443","5293","6022","5321","4287","3062","5000","4231","4725","3019","3800","2589","6122","5452","2683","4134","3307","3931","4020","2590","1718","1627","950","361","177","145","199","250","322","382","497"
6,"89126","76710","83489","57959","61663","51939","67083","55449","53686","53704","57075","36631","59228","62551","43608","38086","37075","37050","37675","39580","33080","42320","47979","51920","43000","32010","40397","41672","32102","33684","26996"
7,"8895","6495","7071","4462","8558","6526","9580","7401","7543","6751","7877","3938","3067","3067","2606","2500","2296","3929","2100","1345","1287","1287","356","334","311","330","431","392","463","463","470"
