id,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
1,165,195,183,181,106,106,50,9,8,8,9,8,15,15,15,10,8,5,5,4,3,2,0,0,0,0,0,0,0,0,0
2,585,495,466,639,595,546,530,432,400,400,400,379,625,612,596,586,578,542,505,458,433,431,274,273,263,271,305,290,264,247,208
3,478,601,623,567,234,216,280,195,224,223,223,178,136,136,103,127,121,120,120,114,90,86,60,68,67,53,61,39,49,48,63
4,1230,1195,1239,1128,1031,1166,569,217,200,185,185,172,181,161,146,122,114,145,283,108,94,89,156,160,107,146,116,78,75,95,81
5,7896,6522,8606,8210,7209,6438,6700,5955,5843,5421,4802,5760,3339,2833,1583,1538,1970,1916,3315,5306,6358,6193,6244,1090,2175,2472,2780,1677,2257,1587,1829
6,55670,48849,52946,52254,52044,54653,50000,44455,42111,37474,25000,18750,18979,16641,8160,7486,7438,11710,28980,36860,32777,35529,33806,18352,13750,15120,14768,14775,18231,18350,0
7,4438,4762,4938,3737,3826,3525,3514,2125,2101,1797,2160,974,1358,1358,1155,1328,1268,1453,1122,1305,720,750,319,280,263,278,353,305,294,294,319
