"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"83853","81638","84025","84393","78582","72678","69341","63940","56577","53055","48938","45638","39868","38367","37391","32511","32056","31848","30140","29234","28148","28778","25370","22805","23380","23556","23414","23346","22264","21273","20963"
2,"5768","5615","5779","5805","5405","4558","4110","5398","4106","4156","4267","4419","5620","5562","5488","5447","5566","5499","4867","4837","4660","4743","3184","2902","2900","2822","2952","2992","2950","2842","2790"
3,"57056","55549","57173","57424","53470","50600","47759","49741","46371","43098","40020","38124","32444","31592","31915","26741","25949","25949","24492","22270","20398","21011","19652","17941","18977","19026","19300","19442","19107","19502","19321"
4,"8568","8341","8585","8623","8029","8768","10365","10204","11598","12009","12479","12567","10806","10718","10023","9725","8947","8763","5605","5022","4951","4491","3283","3030","3365","3112","3221","3450","3237","2959","2825"
5,"25893","25209","25946","26060","24265","20462","19122","23563","24716","27532","34000","41000","33740","30560","34260","32540","34168","30250","24556","22776","23922","28091","22767","23058","24100","26766","32203","30462","26905","24111","22494"
6,"5188","5051","5198","5221","4862","4100","3821","4731","5212","14263","19317","27000","22177","18400","20538","18913","20765","21403","8935","7500","12031","12465","9414","9927","16548","17142","20642","17766","13848","9521","10222"
7,"1593","1553","1598","1604","1494","1259","1278","1350","1170","954","1259","1430","1044","1044","1044","1044","1047","1008","692","490","573","553","235","205","204","153","168","168","188","189","191"
