"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,"406","374","418","268","385","321","320","316","279","272","273","259","120","109","70","80","54","50","49","48","57","53","40","40","40","103","65","59","54","51","47"
2,"31709","29371","32694","20858","30277","28457","28370","21626","23212","25000","23189","22445","15723","14381","13017","10493","9852","9064","8266","6373","6025","6617","6667","6312","5780","5785","6046","5009","4157","3959","3394"
3,"3612","3343","3723","2376","3446","2839","3000","2690","2599","2510","2536","1896","1320","1320","664","1215","1033","1048","1025","966","966","954","1424","1421","945","986","1116","794","702","617","560"
4,"5321","4929","5487","3500","5082","4182","4427","3964","4195","3955","4000","2798","2529","2340","2131","1835","1340","1141","844","756","697","1344","1500","1422","1462","1085","1211","1042","992","925","890"
5,"25416","22520","25713","16824","23215","23618","22409","15676","20606","7577","16500","4362","14224","13388","4111","13607","5153","7937","8057","6403","4520","10088","9229","2867","3274","4736","3485","4030","3520","3181","2778"
6,"240382","218255","245732","158573","224995","214711","185000","185448","203485","193113","224540","114830","183400","191749","160967","200562","154829","166306","103170","88884","41711","68262","53314","44930","30280","41315","39445","36184","29619","28774","20633"
7,"7463","6905","7691","4909","7118","5872","6474","5278","4973","4309","5474","2016","2897","2897","2463","2832","1987","1831","1247","1187","873","927","788","705","684","752","776","672","657","657","681"
