"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,0,0,0,148,297,446,594,563,532,746,961,2054,3148,2588,2028,1468,908,1732,2556,1762,968,1916,2865,2536,2208,1879,1550,1604,1657,1711,1711
2,0,0,0,3221,6442,9664,12885,13218,13552,13464,13377,14238,15100,15072,15045,15018,14990,16844,18699,15812,12926,13128,13330,12755,12180,11605,11030,11974,12919,13863,13863
3,0,0,0,1176,2352,3528,4704,4662,4619,4617,4615,7640,10666,8967,7268,5569,3870,7272,10675,7904,5132,5780,6429,6176,5922,5668,5415,6087,6760,7432,7432
4,0,0,0,7096,14192,21288,28384,28318,28253,29760,31266,31491,31716,29714,27713,25712,23710,27169,30628,25865,21102,23743,26384,24538,22693,20848,19002,17520,16037,14555,14555
5,0,0,0,5757,11514,17272,23029,25350,27671,26496,25320,27004,28689,25968,23246,20524,17803,20978,24154,19890,15626,15040,14455,14447,14438,14430,14422,13589,12755,11922,11922
6,0,0,0,12662,25324,37985,50647,56565,62483,60162,57840,58028,58216,56109,54002,51895,49788,54996,60204,54535,48866,62922,76977,74226,71474,68723,65972,56315,46657,37000,37000
7,0,0,0,764,1529,2294,3058,3690,4322,3906,3489,3804,4120,3955,3790,3624,3459,4011,4563,4084,3605,3090,2575,2368,2160,1952,1745,1612,1478,1345,1345
