"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,232,232,232,179,126,74,21,15,9,6,3,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2,9356,9356,9356,8295,7234,6174,5113,4576,4038,3847,3656,4588,5519,4858,4196,3534,2873,3276,3679,2508,1337,1402,1468,1345,1222,1099,976,998,1021,1043,1043
3,3684,3684,3684,2865,2046,1227,408,452,495,398,301,1220,2138,1720,1303,886,468,1028,1587,1082,578,647,716,678,640,601,563,605,646,688,688
4,4367,4367,4367,3676,2984,2292,1601,1531,1461,2194,2928,2499,2070,1752,1433,1114,796,1022,1248,1118,989,832,676,611,546,481,416,367,318,269,269
5,247,247,247,210,174,137,100,111,122,162,202,158,113,104,94,85,76,201,326,254,182,106,30,23,16,8,1,24,46,69,69
6,260,260,260,268,276,283,291,264,237,236,235,208,NA,156,129,102,76,548,1019,1080,1142,578,15,18,22,25,28,83,138,193,193
7,20,20,20,17,14,11,8,8,9,8,6,6,NA,7,7,8,8,4,0,5,10,6,1,1,0,0,0,0,0,0,0
