"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,81492,81492,81492,74347,67202,60058,52913,62822,72732,72676,72620,89414,106209,95640,85070,74501,63932,55761,47590,43698,39807,40376,40946,40407,39868,39330,38791,35829,32867,29905,29905
2,32193,32193,32193,29615,27038,24460,21882,23226,24569,29002,33435,31962,30489,31042,31596,32149,32702,24327,15952,13703,11454,12398,13343,12531,11720,10908,10096,11029,11962,12895,12895
3,156202,156202,156202,174158,192113,210068,228024,183524,139025,112810,86595,102463,118331,109423,100516,91608,82700,83890,85080,76942,68803,82350,95896,82524,69152,55779,42407,41108,39808,38509,38509
4,28002,28002,28002,26904,25807,24710,23612,26831,30050,37836,45622,42741,39860,37764,35667,33570,31474,30104,28735,25102,21470,19168,16865,16689,16512,16336,16160,13986,11813,9639,9639
5,319075,319075,319075,297841,276607,255373,234139,307655,381171,306560,231949,313424,394900,911826,1428752,1945677,2462603,1371006,279410,270666,261923,407466,553009,464828,376646,288464,200283,351125,501967,652809,652809
6,35829,35829,35829,32948,30068,27187,24306,23196,22085,24609,27133,39030,50926,50236,49546,48855,48165,39996,31826,26684,21541,19674,17806,16850,15893,14936,13980,14967,15953,16940,16940
7,8358,8358,8358,7918,7478,7038,6598,6272,5946,6176,6406,11994,17583,16737,15890,15044,14198,11324,8449,8457,8465,7596,6728,7208,7689,8170,8650,7677,6705,5732,5732
