"id","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
1,23405,23405,23405,20152,16898,13645,10392,11792,13191,12320,11448,15708,19967,17066,14164,11263,8362,18146,27931,17738,7544,7451,7358,8002,8646,9291,9935,10238,10541,10844,10844
2,19982,19982,19982,17428,14874,12320,9766,8005,6244,6497,6750,6528,6305,5971,5636,5302,4968,4548,4128,2819,1510,1875,2240,2168,2096,2024,1952,2098,2245,2391,2391
3,97068,97068,97068,90659,84250,77841,71432,70224,69017,73535,78053,72246,66438,65006,63574,62141,60709,51958,43207,92997,142787,102428,62070,62498,62927,63356,63784,105420,147055,188691,188691
4,9321,9321,9321,9026,8732,8438,8143,6896,5649,8100,10551,8670,6788,6169,5550,4931,4312,3097,1882,1911,1940,1718,1495,1567,1639,1711,1783,1333,883,433,433
5,969582,969582,969582,947839,926096,904354,882611,831590,780568,856592,932617,1035282,1137946,1083951,1029956,975961,921966,702618,483271,886757,1290243,1358718,1427193,1241288,1055382,869476,683571,656647,629724,602800,602800
6,26455,26455,26455,23114,19773,16432,13091,11440,9789,9998,10208,14986,19765,17540,15314,13089,10864,13642,16421,11326,6231,9230,12228,10374,8521,6668,4814,5980,7147,8313,8313
7,13959,13959,13959,10937,7915,4893,1871,1526,1181,1180,1178,1910,2643,2300,1956,1612,1269,960,650,548,447,426,405,456,506,556,607,508,408,309,309
