"id","1989","1993","1995","1997","1999","2003","2005","2007","2009","2013","2016"
1,"1779819","2362669","1479841","1362728","1294073","1502833","1145793","937913","1000874","946723","938451"
2,"367563","310977","301807","292758","332018","372569","232714","209396","209242","173497","160839"
3,"4085191","3899872","4303973","4442273","4608420","4560023","4301924","3999008","4798478","2799988","3614688"
4,"552804","583490","551791","616541","401096","394767","288475","261953","225567","248875","225263"
5,"3148643","3020293","3434544","3213026","4410908","3809144","2720944","3220456","5211092","5171056","4027934"
6,"381502","321403","247697","242813","337063","231314","153617","103047","104691","89977","66366"
7,"225323","208216","152377","122923","133470","75230","55087","39370","42227","38849","38443"
